text,ENTREGA,OUTROS,PRODUTO,CONDICOES DE RECEBIMENTO,ANUNCIO,response_time,vram_usage,ram_usage,total_time,ENTREGA pred,OUTROS pred,PRODUTO pred,CONDICOES DE RECEBIMENTO pred,ANUNCIO pred
expectativa maior do que o produto oferece. Área de aplicação muito pequena para a finalidade de limpar janelas de vidro.,0,0,1,0,0,2.336289405822754,5437,115.54296875,0.2965883,0,1,0,0,0
"Indico o produto, e aconselho ao fabricante um material mais resistente, as tiras laterais arrebentam com muita facilidade. Uma idéia tão boa, produzida com material de baixa qualidade, acho que poderia ser melhor.",0,0,1,0,0,2.4248993396759033,5437,115.54296875,0.3843617,0,1,0,0,0
Esse foi o mais caro   Chegou ok   Quando fui estalar o cano do reservatório é muito maior e não cabe a mangueira    ! Não cabe a manguerinha de cima  fizeram maior que o original,0,0,1,1,0,2.4835081100463867,5437,115.54296875,0.4395798,0,1,0,1,0
"Precisei de um montador para montar este ventilador e mesmo sendo um profissional ele também teve dificuldades. A montagem não é simples.  Era bem silencioso no início, mas já nas primeiras semanas de uso começou a fazer um barulho que incomoda.  As três velocidades também não são muito superiores uma da outra.  Agora que o tempo está mais frio estou utilizando na potência mínima. No verão é que vou poder conferir a qualidade do produto.",0,0,1,0,0,2.357201099395752,5439,115.546875,0.3021759,0,1,0,0,0
"Produto dentro do esperado, mas não apresenta uma qualidade de imagem boa se não estiver exatamente de frente para a tela.",0,0,1,0,0,2.397390842437744,5439,115.546875,0.3626925,0,1,0,0,0
"Péssima aquisição. Comprei pra ser um quebra galho mesmo, mas nunca imaginei que seria tão ruim. A impressora, de fato, é fácil de configurar. Porém, a tinta acabou em 1 semana. Não imprimi nem 50 folhas.",0,0,1,0,0,2.374305009841919,5439,115.6015625,0.3318252,0,1,0,0,0
"Celular é bom, realmente. Dei de presente, mas o pouco que tive contato é bem atraente o visual e a interface dele. Problema que você tem, é perante a película, pois a tela dele é curvada e a dificuldade de achar capinhas, pelo menos aqui na minha cidade. Foi entregue em uma semana, considerável. Mas a transportadora poderia ter forrado a caixa, pois ele veio dentro de uma caixa muito maior, assim ficava batendo. E caso esteja em dúvida sobre  a caixa de presente oferecida, não compensa comprar ela, muito cara para algo tão simples.",1,0,1,1,0,2.527373790740967,5439,115.6015625,0.4854184,1,1,0,0,0
"ADOREI TDO NESSA TV EXCELENTE...MEUS FILHOS AMOU,MTO FACEIO DE MEXER SUPER RECOMENDO...PRETENDO COMPRAR OUTRA",0,0,1,0,0,2.338987350463867,5439,115.6015625,0.2957899,0,1,0,0,0
"Atendimento dentro do esperado, com produto de qualidade da marca LUPO.",0,1,1,0,0,2.342902898788452,5439,115.60546875,0.3059154,0,1,0,0,0
"Ainda não recebi o produto!!! Estou aguardando com 39 semanas de gestação, com todas as roupas do meu filho fora do armário porque o prazo dado não foi cumprido e até hoje não me passaram a data que iremos receber os itens!!! Totalmente decepcionada!",1,0,0,0,0,2.397723913192749,5439,115.60546875,0.3504714,1,1,0,0,0
"PÉSSIMO ATENDIMENTO, DESCASO TOTAL COM O CONSUMIDOR. 11 DIAS DE ATRASO!",1,1,0,0,0,2.374464273452759,5439,115.60546875,0.3331329,1,1,0,0,0
"AINDA NÃO RECEBI, ENTÃO NÃO POSSO AVALIAR. AINDA NÃO RECEBI, ENTÃO NÃO POSSO AVALIAR.",1,0,0,0,0,2.4043850898742676,5439,115.609375,0.3607295,1,1,0,0,0
"PARA SE FAZER A AVALIAÇÃO CORRETA DO PRODUTO, É PRECISO MAIS ALGUNS DIAS DE USO, QUANDO ELE DEVERÁ DAR RESULTADOS POSITIVOS.",0,0,1,0,0,2.4069595336914062,5439,115.63671875,0.3735961,0,1,0,0,0
"O PRODUTO PARECE IGUAL, MAS NÃO VEM NA CAIXA ORIGINAL DA Flashlimp",0,0,0,1,0,2.3701260089874268,5439,115.63671875,0.3181004,0,1,0,0,0
"Recomendaria o produto se vocês me entregassem, há um mês atrás fiz a compra e até agora o status no rastreio é que o notebook não chegou a unidade dos Correios. Decepcionada com a Americanas e o seu descaso ao atendimento ao cliente.",1,1,0,0,0,2.5241446495056152,5439,115.63671875,0.4682101,1,1,0,0,0
"GOSTEI MUITO DO CELULAR,  DE FÁCIL MANOSEIO ,TAMANHO IDEAL LEVE E BONITO, GOSTEI.",0,0,1,0,0,2.35456919670105,5439,115.625,0.2947449,0,1,0,0,0
"EU JÁ TIVE CELULARES DA SAMSUNG, E RECOMENDO O PRODUTO.",0,0,1,0,0,2.3877389430999756,5439,115.625,0.3350787,1,0,0,0,0
"Produto top, imagem frontal excelente de acordo os MB do equipamento , preço acessível, com a entrega tudo ok super rápida...",1,0,1,0,0,2.5371499061584473,5439,115.625,0.4897817,1,0,0,0,1
"O produto é muito bonito, fino, ótima bateria, porém na maioria do tempo é MUITO lento. Funções simples como abrir as ""notas alto adesivas"", carregar um ""navegador"" qualquer, carregar uma nova aba ou até mesmo abrir o word ou é feito com muita dificuldade causando aborrecimentos e atrasando eventuais trabalhos.",0,0,1,0,0,2.362849473953247,5439,115.625,0.305562,0,1,0,0,0
"Olá, estou decepcionada com a minha mercadoria, recebi a cuba amassada e a válvula quebrada, acredito que culpa dos correios, mas preciso que pelo menos a válvula me mandem novamente, pois não tenho como usar a cuba sem ela. No aguardo Josiani",0,1,0,1,0,2.499467134475708,5439,115.63671875,0.4669475,0,1,0,1,0
"Eu tenho interesse em comprar o produto, mas gostaria de saber primeiro a seguinte informação: para que lado a porta desse refrigerador abre?",0,1,0,0,0,2.334559440612793,5439,115.63671875,0.2924528,0,1,0,0,0
Nunca imaginei q viveria para ver isso um copo de plástico com esse preço.....,0,0,1,0,0,2.4393787384033203,5439,115.63671875,0.4136374,0,1,0,0,0
"Engraçado comprei este kit ja estava esperando a entrega porém foi cancelado segundo a lojas Americanas eles não vão mas fz entregas deste produto,mas estranho né que ainda continuam a vender será que foi devido ao preço que estava o kit por $89.00 e agora aumentaram o preço a única informação que tive que vai devolver o meu dinheiro mas estão aí vendendo",1,1,0,0,0,2.427544116973877,5439,115.63671875,0.3947975,1,1,0,0,0
"Comprei essa cadeira para o meu marido, que trabalha no minimo 8hrs por dia sentado, ele tem aproximadamente 83 Kg, e após 2 semanas de uso continuo da cadeira, começou a notar que a espuma afundou, e agora ele tem a sensação de estar sentado sobre uma tábua! Detalhe que a cadeira diz suportar até 130Kg.  De resto a cadeira é boa e aparenta ser bem resistente, mas se você tem um peso acima de 70Kg e a utiliza por muitas horas continuas, melhor escolher outra. Vou tentar entrar em contato com o suporte para verificar se existe alguma solução.",0,0,1,0,0,2.576547861099243,5439,115.63671875,0.5350997,0,1,0,1,0
Recomendo bom smartephone tela grande atendeu minha espequitativa,0,0,1,0,0,2.326406478881836,5439,115.63671875,0.2881359,0,1,0,0,0
"Achei mto mal acabado, nao cabe a escada dentro conforme mostra na foto.",0,0,1,0,1,2.3690216541290283,5439,115.63671875,0.3360948,0,1,0,0,0
Não vi grande ultilidade ainda. Para quem quer uar o basico até dá. Falta ainda muito para compensar o custo do aparelho.,0,0,1,0,0,2.3910510540008545,5439,115.63671875,0.3474603,0,1,0,0,0
"E a cuba veio quebrada! Enrolada somente em um papelão, era visto.",0,0,1,1,0,2.492007255554199,5440,115.63671875,0.4465112,0,0,0,1,0
"Instalação rápida e fácil, ventila muito bem no meu quarto 6m³, muito silencioso. A luz tbm funciona no interruptor (que não é incluso) e o controle funciona com uma bateria A23 (não incluso e único ponto mais complicado, poderia ser pilha convencional) - controle não possui uma qualidade muito boa, material fraco.",0,0,1,0,0,2.3804240226745605,5446,115.63671875,0.3418792,0,1,0,0,0
O produto veio em perfeito estado e funcionando direitinho. A entrega do produto também foi feita na data estipulada.,1,0,1,1,0,2.3048653602600098,5460,115.63671875,0.2589302,1,0,0,0,0
não gostei do produto vem pouca quantidade procuro uma coisa que cresça o cabelo de brilho e esse não foi o produto de Claro não gostei vem pouca quantidade,0,0,1,0,0,2.501701831817627,5459,115.63671875,0.464329,0,1,0,1,0
"Além de atrasar no prazo de entrega, não era o que eu esperava. Já tenho um carregador que veio junto com o celular, aí resolvi comprar outro pra usar no trabalho, mas não é a mesma coisa.",1,0,1,0,0,2.404479503631592,5459,115.63671875,0.3828614,1,1,0,0,0
Produto trava fica com tela cinza sendo necessário desligar e ligar de novo para voltar a funcionar. Pode ser defeito do aparelho mas causa transtorno.,0,0,1,0,0,2.3758280277252197,5443,115.63671875,0.3322499,0,1,0,0,0
Acho que poderia ser bem melhor..o preço que paguei deveria ser melhor.!,0,0,1,0,0,2.3485512733459473,5455,115.63671875,0.2968844,0,0,0,0,0
"Nao veio o mesmo da caixa, nao funciona a luz nem a musica nem anda conforme o enunciado, é totalmente diferente desse q ta na caixa, foi a primeira vez q aconteceu isdo , de comprar e vim errado, fico triste com isso",0,0,0,1,1,2.45216965675354,5454,115.63671875,0.3990266,0,1,0,1,0
"Apesar do atraso na entrega, o produto atende plenamente às necessidades a que se propõe. Obrigado pelo bom atendimento.",1,1,1,0,0,2.362653970718384,5451,115.63671875,0.3112604,1,1,0,0,0
"Comprei esse produto justamente porque constava o adaptador para Iphone, porém ao abrir a embalagem verifiquei que o Adaptador Iphone não veio junto com o produto.",0,0,0,1,0,2.3228721618652344,5453,115.63671875,0.2849749,0,1,0,0,0
"Bom aparelho, rápido, ótima câmera, bateria com boa duração.",0,0,1,0,0,2.331610918045044,5457,115.63671875,0.2974321,1,0,0,0,0
"Adorei o produto atendeu todas as minhas expectativas, e a americanas como sempre me surpreendendo, paguei o produto dia dia 02/01/18 dia me deram ate dia 12/01/18 Mais o produto chegou dia 04/01 super rápida a entrega!",1,0,1,0,0,2.428542137145996,5458,115.63671875,0.3796511,1,0,0,0,1
Amei. Muito bom. Super indico.... tamanho maravilhoso.  Só força um pouco de for fazer massa pra bolo.,0,0,1,0,0,2.301758289337158,5458,115.63671875,0.2505065,0,1,0,0,0
"Boa leitura, adoramos..............................",0,0,1,0,0,2.391018867492676,5458,115.63671875,0.3431004,0,1,0,0,0
Fiz uma linda mesa de Natal que ficou maravilhosa.,0,0,1,0,0,2.2369682788848877,5458,115.63671875,0.208419,0,0,0,0,0
O aparelho é Ótimo.Entrega rápida...recomendo ! A americanas de parabéns sempre!,1,1,1,0,0,2.451026439666748,5458,115.63671875,0.4004518,1,0,0,0,0
"O aspirados é bom. Não é super potente, mas limpa que é uma beleza. Já usei várias vezes, pois ele é super prático. Não dá vontade de usar vassoura nunca mais ahahha Ele é fácil de transportar e de limpar, então é um ótimo negócio.",0,0,1,0,0,2.3731014728546143,5458,115.63671875,0.3316118,0,1,0,0,0
"Perfeita, grande variedade de app , muito fácil de instalar",0,0,1,0,0,2.393634796142578,5458,115.63671875,0.350698,0,0,0,0,1
"Produto chegou antes do tempo ,Meu sobrinho adorou",1,0,1,0,0,2.478048801422119,5455,115.63671875,0.4354639,1,0,0,0,0
"Gostei muito da panela, o que prometeu cumpriu! Super recomendo!!!",0,0,1,0,0,2.3407647609710693,5455,115.63671875,0.2959532,1,0,0,0,0
E muito bom a sensação de usar o óculos de realidade virtual. So tem um probleminha acho que o dispositivo que acopla ao óculos no caso o celular esquenta muito rápido. Mas é bem interessante a experiencia,0,0,1,0,0,2.3855676651000977,5455,115.640625,0.3317426,0,1,0,0,0
"Estou adorando o livro pois estou lendo ainda estou adorando,E um livro que queria muito ler e achei muito barato.nas Americanas,da entrega chegou antes do que tinham falado super recomendo adorei.",1,0,1,0,0,2.4156510829925537,5453,115.640625,0.3775777,1,0,0,0,1
Excelente....Tela grande....Caneta....Acesso rápido ao conteúdo....Bastante espaço de memória....levissimo....Surpreendente!,0,0,1,0,0,2.3046579360961914,5453,115.640625,0.270011,0,1,0,0,0
"O produto chegou antes do prazo, bem protegido, e é um ótimo produto.... Super recomendo...",1,0,1,1,0,2.4304800033569336,5453,115.640625,0.3589417,1,0,0,0,0
"Adorei o produto!  recomendo a todos o produto, uma otima aquisição.",0,0,1,0,0,2.357463836669922,5453,115.640625,0.3092251,0,1,0,0,0
"Chegou antes do previsto, embalado direitinho. Adorei!!!",1,0,1,1,0,2.349381923675537,5453,115.640625,0.3068603,1,0,0,0,0
"Eu já conhecia, ja tinha usado o BB cream Maybelline, ele é perfeito para o dia e até noite, cobertura perfeita, sem carregar.",0,0,1,0,0,2.4935896396636963,5453,115.64453125,0.4568286,0,1,0,1,0
"Adorei os meus potes da Euro e a rapidez na entrega das lojas Americanas, chegou bem antes do prazo estabelecido.",1,0,1,0,0,2.3387298583984375,5453,115.64453125,0.2986981,1,0,0,0,0
Maravilhoso...ótima qualidade e acabamento incrível.,0,0,1,0,0,2.3718831539154053,5453,115.64453125,0.3154969,0,1,0,0,0
"Ótimo livro , faz entender um pouco mais a vida excelente livro",0,0,1,0,0,2.399233818054199,5453,115.64453125,0.350171,0,1,0,0,0
Acho que falta na mochila uma espécie de cinto para poder prender em volta da cintura e distribuir ainda mais o peso.,0,0,1,0,0,2.3707730770111084,5453,115.64453125,0.3176607,0,1,0,0,0
"Boa qualidade, prático, leve, o produto era exatamente o que procurava.",0,0,1,0,0,2.4654712677001953,5453,115.64453125,0.4323229,0,1,0,0,0
Chegou rápido produto de qualidade. . Gostei muito.  Super prático e recomendo .,1,0,1,0,0,2.373061418533325,5453,115.64453125,0.368221,1,1,0,0,0
Produto de ótima qualidade e entrega super rápida! Estão de parabéns!!! Super recomendo!!!!!,1,1,1,0,0,2.3514065742492676,5453,115.64453125,0.3038609,1,0,0,0,0
"Achei bem bonito , tamanho razoável aparentemente produto qualidade boa .",0,0,1,0,0,2.3823790550231934,5453,115.64453125,0.3262576,0,1,0,0,0
"Chegou antes do prazo, o produto funciona muito bem com mechas finas, sempre é bom usar um protetor térmico antes de fazer os cachos. Recomendo este produto, o custo benefício é ótimo.",1,0,1,0,0,2.4087462425231934,5453,115.64453125,0.3696727,1,1,0,0,0
"Muito bom excelente custo e benefício, além  de compras feitas na americanas.com são super seguras e entrega rápida",1,1,1,0,0,2.4860939979553223,5453,115.64453125,0.4378731,1,0,0,0,1
"São perfeitas,soh gostaria de saber se pode ir ao forno,por causa do cabo",0,1,1,0,0,2.3316636085510254,5453,115.64453125,0.2907459,0,1,0,0,0
"Minha irmã amou o presente, disse que é muito bom Veio em perfeitas condições",0,0,1,1,0,2.4551775455474854,5453,115.64453125,0.4112623,0,0,0,1,0
"Embora fiz uma compra de dois itens e a entrega veio parcelada, no momento 4/05/2018 a loja esta no credito por não ter vencido a data de entrega.",1,0,0,0,0,2.4335684776306152,5453,115.64453125,0.3892261,1,1,0,0,0
"A prancha alisadora eu super recomendo,porém o modelador de cachos achei horrível, mesmo seguindo as instruções de uso o cabelo da  minha cliente trancou, tive que abrir todo o aparelho para não prejudicar a mesma ... recepção",0,0,1,0,0,2.50662899017334,5453,115.64453125,0.471364,0,1,0,1,0
"Gosto muito desse purificador ,é o segundo aparelho que compro,o primeiro acabou de velho",0,0,1,0,0,2.3025081157684326,5453,115.64453125,0.2524791,0,1,0,0,0
Comprei...chegou sem a bolca ...blutooth com defeito. Agora diz q vai chegar dia 10 5. Filha anciosa e eu tbem.,1,0,0,1,0,2.56892466545105,5453,115.6484375,0.5269896,0,1,0,1,0
"Não posso avaliar, ainda não recebi o produto, quando receber eu respondo!",1,0,0,0,0,2.299081325531006,5453,115.6484375,0.2808034,0,1,0,0,0
"Já usei 4 vezes e pra mim Ainda está em fase de teste, mas limpa muito. Só achei q deixou meus fios ressecados. Mas cada cabelo reage d forma diferente inclusive o d uma amiga ficou perfeito parece q cauterizou porq isso q quis usar tbm. Penso q deveria ter um levim.",0,0,1,0,0,2.3875200748443604,5453,115.6484375,0.3426344,0,1,0,0,0
Eu nao recebi meu produto ate hj. E nao recebo nenhuma informaçao de seu parceiro Loja Dominio. Mais de um mes esperando. Vou pedir o estorno da compra.,1,1,0,0,0,2.509819746017456,5453,115.6484375,0.4709431,1,1,0,0,0
Olha ja tem mais de um mês  q fiz  a compra e ainda nao  recebi o produto anunciado.  Ainda no aguardo,1,0,0,0,0,2.3799760341644287,5453,115.6484375,0.3478272,1,0,0,0,0
"Não chegou, estou esperando pra poder responder preciso que isso aconteça",1,0,0,0,0,2.3092594146728516,5453,115.6484375,0.2812652,1,1,0,0,0
"Eu recebi ,e me avisaram que viriam no dia seguinte para abrir e instalar e até hoje não vieram...",0,1,0,0,0,2.4536213874816895,5453,115.66796875,0.4164646,0,1,0,1,0
Ainda não recebi o produto .Pro.wteram para o dia dez e até hoje não recebi,1,0,0,0,0,2.407508611679077,5453,115.66796875,0.3693103,1,1,0,0,0
Estou aguardando pacientemente pela entrega que já entendi que não é pela Americana que comprei. É a segunda decepção com a americana.com Pois a meses atrás comprei um conjunto de cadeiras que não recebi até hoje mais a esperança é a última que morre. Continuarei esperando,1,1,0,0,0,2.371307849884033,5453,115.66796875,0.3369767,1,1,0,0,0
"O produto estava previsto pra chegar dia 27/12, agora está previsto para o dia 03/01 mas pelo que está mostrando no site da americanas ainda nem saiu da loja para transporte. Quando chegar espero que a avaliação seja boa.",1,0,0,0,0,2.442548990249634,5453,115.66796875,0.3997309,1,0,0,0,1
Até hoje não recebi o meu produto! Estou muito chateada pois já passou do prazo de entrega que era até o dia 07/05 .,1,0,0,0,0,2.395160675048828,5453,115.66796875,0.3505413,1,0,0,0,0
Processo muito demorado de resolução de problemas o prazo venceu 16/02 e até agora não conseguiram identificar onde foi parar meu produto e nem se quer enviaram outro.,1,1,0,0,0,2.4752347469329834,5453,115.66796875,0.4300321,0,1,0,1,0
Ainda não recebi o produto. Demora demais para entrega,1,0,0,0,0,2.302807092666626,5453,115.66796875,0.248903,1,1,0,0,0
"Deixaram meu produto nos Correios é o que dizem me deram um código de rastreio que dá inexistente,aí eu não tenho como saber em qual agência devo retirar o produto o código está errado e eu só consigo retirar o produto com o código de rastreio mas tem que está correto então eu não posso avaliar algo que não recebi.por favor me enviem o código de rastreio certo e me informe em qual agência devo retirar o produto.",1,1,0,0,0,2.5088140964508057,5453,115.66796875,0.4654039,1,1,0,0,0
Não é possível avaliar o produto.  Até agora só recebi o e-mail para avaliação da mercadoria. O produto ta em transporte ainda. A compra foi efetuada a 30 dias atrás. Essa demora é normal?,1,0,0,0,0,2.3970348834991455,5453,115.66796875,0.3423178,1,1,0,0,0
"Compra realizada desde o dia 22/12/17, e até agora não consegui comprovar a qualidade da TV, pois não foi entregue ainda! Mas pelas pesquisas é uma boa opção dos modelos de entrada da Samsung.",1,0,1,0,0,2.456279993057251,5453,115.66796875,0.41419,1,1,0,0,0
"Não posso dizer se é bom por enquanto. Minha entrega está atrasada. Tá parado na  transportadora desde o dia 10/05, sendo que o ultimo dia seria hoje. Nem a loja e nem a transportadora me respondem. Estou aguardando algum parecer sobre meu produto.",1,1,0,0,0,2.4153859615325928,5453,115.66796875,0.3690326,0,1,0,0,0
Ainda não testei pois e presente mas aparenta está tudo.ok,0,0,1,0,0,2.343939781188965,5453,115.66796875,0.2922464,0,1,0,0,0
Já tive outros rádios relógios da Sony  todos foram ótimos. Esse o design é fantástico  mas ainda não utilizei .....estou apenas traduzindo minha experiência anterior. Mas é inegável que é um belo radio relogio,0,0,1,0,0,2.4676244258880615,5453,115.66796875,0.4210994,0,1,0,0,0
Bem ainda não usei o produto..mas posso avaliar a entrega que foi antes do prazo e o produto veio em ordem tudo certinho.,1,0,1,1,0,2.3826334476470947,5453,115.66796875,0.3286253,1,0,0,0,0
"Ainda não foi possível ver resultados. As cápsulas têm um cheiro ruim, não sei se é do plástico, mas é ruim.",0,0,1,0,0,2.458587408065796,5453,115.66796875,0.4139547,0,1,0,0,0
Nao consigo acompanhar minha compra me ajude  Mostra que nao fiz compra nenhume e ja paguei,0,1,0,0,0,2.3663673400878906,5453,115.67578125,0.3542938,1,1,0,0,0
"Já tive esta cafeteira antes. Me mudei de cidade e não trouxe a antiga comigo. Comprei novamente por ter gostado muito do produto. Chegando a nova, senti falta do filtro pequeno (só veio o grande) e tive a impressão que o café tem saído menos cremoso que antes. Também, quando ligo, a água fica vasando... Mesmo assim ainda tem custo benefício.",0,0,1,1,0,2.530529260635376,5453,115.67578125,0.4862161,0,1,0,1,0
"Gostei muito desse produto, muito prático.   Mas, infelizmente meu cabelo começou a apresentar queda dos fios após a utilização.  Tive que realizar muitas hidratações para cortar o efeito.",0,0,1,0,0,2.360177755355835,5453,115.67578125,0.3258176,0,1,0,0,0
"Logo que comprei, estava ótimo, mas logo que findou o horário de verão, ele altera o horário, ora está no horário certo, hora adianta uma hora. Isso faz ele me acordar as 5h00 e não as 6h00, como solicito. Solicitei a troca no site das Americanas e estou esperando retorno.",0,1,1,0,0,2.588493824005127,5453,115.67578125,0.5534846,0,1,0,1,0
Bom só veio amassadas as caixas mas em geral o produto sim eh bom,0,0,1,1,0,2.3297276496887207,5453,115.67578125,0.2871988,0,1,0,0,0
Atendeu minhas expectativas e super indico a Americanas entre rápida muito antes do prazo,1,0,1,0,0,2.4172606468200684,5453,115.67578125,0.3878004,1,0,0,0,0
