text,ENTREGA,OUTROS,PRODUTO,CONDICOES DE RECEBIMENTO,ANUNCIO,response_time,vram_usage,ram_usage,total_time,ENTREGA pred,OUTROS pred,PRODUTO pred,CONDICOES DE RECEBIMENTO pred,ANUNCIO pred
"Comprei essa cadeira para o meu marido, que trabalha no minimo 8hrs por dia sentado, ele tem aproximadamente 83 Kg, e após 2 semanas de uso continuo da cadeira, começou a notar que a espuma afundou, e agora ele tem a sensação de estar sentado sobre uma tábua! Detalhe que a cadeira diz suportar até 130Kg.  De resto a cadeira é boa e aparenta ser bem resistente, mas se você tem um peso acima de 70Kg e a utiliza por muitas horas continuas, melhor escolher outra. Vou tentar entrar em contato com o suporte para verificar se existe alguma solução.",0,0,1,0,0,2.48071551322937,4615,97.671875,0.4335156,1,1,0,1,0
Recomendo bom smartephone tela grande atendeu minha espequitativa,0,0,1,0,0,2.2206203937530518,4620,97.734375,0.1818837,0,1,0,0,0
"Achei mto mal acabado, nao cabe a escada dentro conforme mostra na foto.",0,0,1,0,1,2.3226053714752197,4633,97.7421875,0.2805958,0,1,0,1,0
Não vi grande ultilidade ainda. Para quem quer uar o basico até dá. Falta ainda muito para compensar o custo do aparelho.,0,0,1,0,0,2.296731472015381,4628,97.76171875,0.2727898,0,1,0,1,0
"E a cuba veio quebrada! Enrolada somente em um papelão, era visto.",0,0,1,1,0,2.273038864135742,4638,97.1171875,0.2453752,0,1,0,1,0
"Instalação rápida e fácil, ventila muito bem no meu quarto 6m³, muito silencioso. A luz tbm funciona no interruptor (que não é incluso) e o controle funciona com uma bateria A23 (não incluso e único ponto mais complicado, poderia ser pilha convencional) - controle não possui uma qualidade muito boa, material fraco.",0,0,1,0,0,2.4057533740997314,4640,96.8828125,0.3720819,0,1,0,1,0
O produto veio em perfeito estado e funcionando direitinho. A entrega do produto também foi feita na data estipulada.,1,0,1,1,0,2.3566477298736572,4649,97.375,0.3208673,1,0,0,1,0
não gostei do produto vem pouca quantidade procuro uma coisa que cresça o cabelo de brilho e esse não foi o produto de Claro não gostei vem pouca quantidade,0,0,1,0,0,2.378844738006592,4643,96.4453125,0.349451,0,1,0,1,0
"Além de atrasar no prazo de entrega, não era o que eu esperava. Já tenho um carregador que veio junto com o celular, aí resolvi comprar outro pra usar no trabalho, mas não é a mesma coisa.",1,0,1,0,0,2.3319039344787598,4642,96.73828125,0.2794652,0,1,0,1,0
Produto trava fica com tela cinza sendo necessário desligar e ligar de novo para voltar a funcionar. Pode ser defeito do aparelho mas causa transtorno.,0,0,1,0,0,2.4295921325683594,4640,96.7421875,0.3701555,0,1,0,1,0
Acho que poderia ser bem melhor..o preço que paguei deveria ser melhor.!,0,0,1,0,0,2.2821617126464844,4639,97.25,0.228332,0,1,0,1,0
"Nao veio o mesmo da caixa, nao funciona a luz nem a musica nem anda conforme o enunciado, é totalmente diferente desse q ta na caixa, foi a primeira vez q aconteceu isdo , de comprar e vim errado, fico triste com isso",0,0,0,1,1,2.399862051010132,4634,97.609375,0.3684285,0,1,0,1,1
"Apesar do atraso na entrega, o produto atende plenamente às necessidades a que se propõe. Obrigado pelo bom atendimento.",1,1,1,0,0,2.383094072341919,4637,97.734375,0.3344979,0,1,0,1,0
"Comprei esse produto justamente porque constava o adaptador para Iphone, porém ao abrir a embalagem verifiquei que o Adaptador Iphone não veio junto com o produto.",0,0,0,1,0,2.366116523742676,4632,97.734375,0.3265338,0,1,0,1,0
"Bom aparelho, rápido, ótima câmera, bateria com boa duração.",0,0,1,0,0,2.317580461502075,4631,97.734375,0.2739341,0,0,0,1,0
"Adorei o produto atendeu todas as minhas expectativas, e a americanas como sempre me surpreendendo, paguei o produto dia dia 02/01/18 dia me deram ate dia 12/01/18 Mais o produto chegou dia 04/01 super rápida a entrega!",1,0,1,0,0,2.3962292671203613,4622,96.6015625,0.3439896,0,1,0,1,0
Amei. Muito bom. Super indico.... tamanho maravilhoso.  Só força um pouco de for fazer massa pra bolo.,0,0,1,0,0,2.3730077743530273,4617,96.921875,0.3293762,0,1,0,1,0
"Boa leitura, adoramos..............................",0,0,1,0,0,2.1349692344665527,4640,96.92578125,0.0997203,0,1,0,0,0
Fiz uma linda mesa de Natal que ficou maravilhosa.,0,0,1,0,0,2.3405022621154785,4657,97.41796875,0.2939668,0,1,0,1,0
O aparelho é Ótimo.Entrega rápida...recomendo ! A americanas de parabéns sempre!,1,1,1,0,0,2.3580472469329834,4641,96.4921875,0.3094867,0,1,0,1,0
"O aspirados é bom. Não é super potente, mas limpa que é uma beleza. Já usei várias vezes, pois ele é super prático. Não dá vontade de usar vassoura nunca mais ahahha Ele é fácil de transportar e de limpar, então é um ótimo negócio.",0,0,1,0,0,2.4041500091552734,4640,96.90625,0.3489177,0,1,0,1,0
"Perfeita, grande variedade de app , muito fácil de instalar",0,0,1,0,0,2.2152366638183594,4640,96.9140625,0.1785489,0,1,0,0,0
"Produto chegou antes do tempo ,Meu sobrinho adorou",1,0,1,0,0,2.2828850746154785,4630,97.40625,0.2429073,0,1,0,0,0
"Gostei muito da panela, o que prometeu cumpriu! Super recomendo!!!",0,0,1,0,0,2.352447032928467,4646,96.48828125,0.2999722,0,1,0,1,0
E muito bom a sensação de usar o óculos de realidade virtual. So tem um probleminha acho que o dispositivo que acopla ao óculos no caso o celular esquenta muito rápido. Mas é bem interessante a experiencia,0,0,1,0,0,2.398773193359375,4647,96.79296875,0.3498739,0,1,0,1,0
"Estou adorando o livro pois estou lendo ainda estou adorando,E um livro que queria muito ler e achei muito barato.nas Americanas,da entrega chegou antes do que tinham falado super recomendo adorei.",1,0,1,0,0,2.4011075496673584,4635,96.796875,0.3582873,0,1,0,1,1
Excelente....Tela grande....Caneta....Acesso rápido ao conteúdo....Bastante espaço de memória....levissimo....Surpreendente!,0,0,1,0,0,2.349205732345581,4635,97.2890625,0.3207925,0,1,0,1,0
"O produto chegou antes do prazo, bem protegido, e é um ótimo produto.... Super recomendo...",1,0,1,1,0,2.4044981002807617,4650,96.36328125,0.3667611,0,1,0,1,0
"Adorei o produto!  recomendo a todos o produto, uma otima aquisição.",0,0,1,0,0,2.3768019676208496,4669,96.859375,0.349589,1,0,0,1,0
"Chegou antes do previsto, embalado direitinho. Adorei!!!",1,0,1,1,0,2.3087880611419678,4659,96.88671875,0.2683309,0,0,0,1,0
"Eu já conhecia, ja tinha usado o BB cream Maybelline, ele é perfeito para o dia e até noite, cobertura perfeita, sem carregar.",0,0,1,0,0,2.334796667098999,4642,97.60546875,0.3032346,0,1,0,1,0
"Adorei os meus potes da Euro e a rapidez na entrega das lojas Americanas, chegou bem antes do prazo estabelecido.",1,0,1,0,0,2.33819317817688,4629,96.60546875,0.2918588,0,1,0,1,0
Maravilhoso...ótima qualidade e acabamento incrível.,0,0,1,0,0,2.2068192958831787,4630,96.796875,0.1670276,0,1,0,0,0
"Ótimo livro , faz entender um pouco mais a vida excelente livro",0,0,1,0,0,2.412868022918701,4633,96.80078125,0.381033,0,1,0,0,0
Acho que falta na mochila uma espécie de cinto para poder prender em volta da cintura e distribuir ainda mais o peso.,0,0,1,0,0,2.289273500442505,4619,97.29296875,0.2523639,0,1,0,1,0
"Boa qualidade, prático, leve, o produto era exatamente o que procurava.",0,0,1,0,0,2.342911958694458,4622,97.9296875,0.290269,0,0,0,1,0
Chegou rápido produto de qualidade. . Gostei muito.  Super prático e recomendo .,1,0,1,0,0,2.3666179180145264,4623,97.953125,0.3248075,0,1,0,1,0
Produto de ótima qualidade e entrega super rápida! Estão de parabéns!!! Super recomendo!!!!!,1,1,1,0,0,2.3777034282684326,4622,97.95703125,0.3212651,0,1,0,1,0
"Achei bem bonito , tamanho razoável aparentemente produto qualidade boa .",0,0,1,0,0,2.2414450645446777,4626,97.98046875,0.1991225,0,1,0,0,0
"Chegou antes do prazo, o produto funciona muito bem com mechas finas, sempre é bom usar um protetor térmico antes de fazer os cachos. Recomendo este produto, o custo benefício é ótimo.",1,0,1,0,0,2.3995866775512695,4629,97.984375,0.3645147,0,1,0,1,0
"Muito bom excelente custo e benefício, além  de compras feitas na americanas.com são super seguras e entrega rápida",1,1,1,0,0,2.3739168643951416,4627,97.984375,0.3358643,0,1,0,1,0
"São perfeitas,soh gostaria de saber se pode ir ao forno,por causa do cabo",0,1,1,0,0,2.2265024185180664,4640,96.55859375,0.1784004,0,1,0,0,0
"Minha irmã amou o presente, disse que é muito bom Veio em perfeitas condições",0,0,1,1,0,2.4468231201171875,4636,96.98828125,0.4053808,0,1,0,1,0
"Embora fiz uma compra de dois itens e a entrega veio parcelada, no momento 4/05/2018 a loja esta no credito por não ter vencido a data de entrega.",1,0,0,0,0,2.359565496444702,4637,96.99609375,0.3081658,0,1,0,1,0
"A prancha alisadora eu super recomendo,porém o modelador de cachos achei horrível, mesmo seguindo as instruções de uso o cabelo da  minha cliente trancou, tive que abrir todo o aparelho para não prejudicar a mesma ... recepção",0,0,1,0,0,2.4419033527374268,4637,97.5859375,0.3850772,0,1,0,1,1
"Gosto muito desse purificador ,é o segundo aparelho que compro,o primeiro acabou de velho",0,0,1,0,0,2.228389263153076,4640,97.58984375,0.1885371,0,1,0,0,0
Comprei...chegou sem a bolca ...blutooth com defeito. Agora diz q vai chegar dia 10 5. Filha anciosa e eu tbem.,1,0,0,1,0,2.3063418865203857,4641,97.671875,0.2679756,0,1,0,1,0
"Não posso avaliar, ainda não recebi o produto, quando receber eu respondo!",1,0,0,0,0,2.40533185005188,4634,97.8359375,0.3475934,0,1,0,1,0
"Já usei 4 vezes e pra mim Ainda está em fase de teste, mas limpa muito. Só achei q deixou meus fios ressecados. Mas cada cabelo reage d forma diferente inclusive o d uma amiga ficou perfeito parece q cauterizou porq isso q quis usar tbm. Penso q deveria ter um levim.",0,0,1,0,0,2.361431121826172,4627,96.48046875,0.3141968,0,1,0,1,0
Eu nao recebi meu produto ate hj. E nao recebo nenhuma informaçao de seu parceiro Loja Dominio. Mais de um mes esperando. Vou pedir o estorno da compra.,1,1,0,0,0,2.3814570903778076,4643,96.97265625,0.3313005,0,1,0,1,1
Olha ja tem mais de um mês  q fiz  a compra e ainda nao  recebi o produto anunciado.  Ainda no aguardo,1,0,0,0,0,2.2839739322662354,4641,97.06640625,0.2524715,0,1,0,1,0
"Não chegou, estou esperando pra poder responder preciso que isso aconteça",1,0,0,0,0,2.3890087604522705,4635,97.46484375,0.3454702,0,1,0,1,0
"Eu recebi ,e me avisaram que viriam no dia seguinte para abrir e instalar e até hoje não vieram...",0,1,0,0,0,2.3221688270568848,4624,96.6328125,0.2769927,0,1,0,1,0
Ainda não recebi o produto .Pro.wteram para o dia dez e até hoje não recebi,1,0,0,0,0,2.315375804901123,4617,96.63671875,0.2679461,0,1,0,1,0
Estou aguardando pacientemente pela entrega que já entendi que não é pela Americana que comprei. É a segunda decepção com a americana.com Pois a meses atrás comprei um conjunto de cadeiras que não recebi até hoje mais a esperança é a última que morre. Continuarei esperando,1,1,0,0,0,2.353275775909424,4623,97.12890625,0.3059999,0,1,0,1,0
"O produto estava previsto pra chegar dia 27/12, agora está previsto para o dia 03/01 mas pelo que está mostrando no site da americanas ainda nem saiu da loja para transporte. Quando chegar espero que a avaliação seja boa.",1,0,0,0,0,2.355933427810669,4643,96.75390625,0.3255536,0,1,0,1,0
Até hoje não recebi o meu produto! Estou muito chateada pois já passou do prazo de entrega que era até o dia 07/05 .,1,0,0,0,0,2.3397393226623535,4653,96.91015625,0.2828885,0,1,0,1,0
Processo muito demorado de resolução de problemas o prazo venceu 16/02 e até agora não conseguiram identificar onde foi parar meu produto e nem se quer enviaram outro.,1,1,0,0,0,2.364556312561035,4649,96.91796875,0.3188476,0,1,0,1,1
Ainda não recebi o produto. Demora demais para entrega,1,0,0,0,0,2.3229751586914062,4679,97.3984375,0.2838193,0,1,0,1,0
"Deixaram meu produto nos Correios é o que dizem me deram um código de rastreio que dá inexistente,aí eu não tenho como saber em qual agência devo retirar o produto o código está errado e eu só consigo retirar o produto com o código de rastreio mas tem que está correto então eu não posso avaliar algo que não recebi.por favor me enviem o código de rastreio certo e me informe em qual agência devo retirar o produto.",1,1,0,0,0,2.3957698345184326,4678,97.40234375,0.3518525,0,1,0,1,1
Não é possível avaliar o produto.  Até agora só recebi o e-mail para avaliação da mercadoria. O produto ta em transporte ainda. A compra foi efetuada a 30 dias atrás. Essa demora é normal?,1,0,0,0,0,2.3395895957946777,4650,97.46484375,0.307702,0,1,0,1,0
"Compra realizada desde o dia 22/12/17, e até agora não consegui comprovar a qualidade da TV, pois não foi entregue ainda! Mas pelas pesquisas é uma boa opção dos modelos de entrada da Samsung.",1,0,1,0,0,2.4029629230499268,4638,97.62890625,0.3547551,0,1,0,1,1
"Não posso dizer se é bom por enquanto. Minha entrega está atrasada. Tá parado na  transportadora desde o dia 10/05, sendo que o ultimo dia seria hoje. Nem a loja e nem a transportadora me respondem. Estou aguardando algum parecer sobre meu produto.",1,1,0,0,0,2.382786989212036,4620,97.52734375,0.3480459,0,1,0,1,1
Ainda não testei pois e presente mas aparenta está tudo.ok,0,0,1,0,0,2.3552820682525635,4620,97.5390625,0.3110433,0,1,0,1,0
Já tive outros rádios relógios da Sony  todos foram ótimos. Esse o design é fantástico  mas ainda não utilizei .....estou apenas traduzindo minha experiência anterior. Mas é inegável que é um belo radio relogio,0,0,1,0,0,2.3708322048187256,4640,97.62109375,0.3211569,0,1,0,1,0
Bem ainda não usei o produto..mas posso avaliar a entrega que foi antes do prazo e o produto veio em ordem tudo certinho.,1,0,1,1,0,2.3535866737365723,4642,96.62890625,0.2994623,0,1,0,1,0
"Ainda não foi possível ver resultados. As cápsulas têm um cheiro ruim, não sei se é do plástico, mas é ruim.",0,0,1,0,0,2.361621856689453,4637,97.11328125,0.3134825,0,1,0,1,0
Nao consigo acompanhar minha compra me ajude  Mostra que nao fiz compra nenhume e ja paguei,0,1,0,0,0,2.3689396381378174,4666,97.37109375,0.3252815,0,1,0,1,0
"Já tive esta cafeteira antes. Me mudei de cidade e não trouxe a antiga comigo. Comprei novamente por ter gostado muito do produto. Chegando a nova, senti falta do filtro pequeno (só veio o grande) e tive a impressão que o café tem saído menos cremoso que antes. Também, quando ligo, a água fica vasando... Mesmo assim ainda tem custo benefício.",0,0,1,1,0,2.4035730361938477,4611,97.68359375,0.3555587,0,1,0,1,0
"Gostei muito desse produto, muito prático.   Mas, infelizmente meu cabelo começou a apresentar queda dos fios após a utilização.  Tive que realizar muitas hidratações para cortar o efeito.",0,0,1,0,0,2.3681442737579346,4609,97.68359375,0.324746,0,1,0,1,0
"Logo que comprei, estava ótimo, mas logo que findou o horário de verão, ele altera o horário, ora está no horário certo, hora adianta uma hora. Isso faz ele me acordar as 5h00 e não as 6h00, como solicito. Solicitei a troca no site das Americanas e estou esperando retorno.",0,1,1,0,0,2.3510398864746094,4611,97.8046875,0.3049901,0,1,0,1,1
Bom só veio amassadas as caixas mas em geral o produto sim eh bom,0,0,1,1,0,2.318302631378174,4611,97.8046875,0.2833114,0,1,0,1,0
Atendeu minhas expectativas e super indico a Americanas entre rápida muito antes do prazo,1,0,1,0,0,2.320784330368042,4663,97.55859375,0.2685466,0,1,0,1,0
