text,ENTREGA,OUTROS,PRODUTO,CONDICOES DE RECEBIMENTO,ANUNCIO,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
"Gostaria de saber se e 3 ou 5 peças? Pois queria finalizar ,mais nao quero finalizar com a dúvida. Obg",0,1,0,0,0,"produto
",3.08801007270813,3.0,161.0,164.0,[]
"Bom produto, gostei Sò que a manga é muito grande eu vou tem que levar na costura para fechar um pouco do tamanho",0,0,1,0,0,"produto
",1.1423861980438232,3.0,160.0,163.0,[]
"Enquanto as americanas continuarem usando os correios, estara dificil. 40 dias e nada do produto chegar",1,1,0,0,0,entrega,0.5184893608093262,2.0,158.0,160.0,['ENTREGA']
"Demorou demais a entregar, então cancelei e comprei na loja física, parece até q estava vindo da China e parou em Curitiba",1,0,0,0,0,entrega,1.0969738960266113,2.0,163.0,165.0,['ENTREGA']
Hoje apareceu uma listra na tela nem queria destravar a senha,0,0,1,0,0,"produto
",1.2092597484588623,3.0,147.0,150.0,[]
o produto é muito bom.... tem um rendimento excelente,0,0,1,0,0,"produto
",1.2593252658843994,3.0,145.0,148.0,[]
Eu recomendo para os meus amigos inclusive Já fiz vários comentários sobre o produto eu gostei muito,0,0,1,0,0,"produto
",1.2625799179077148,3.0,152.0,155.0,[]
Produto do bom entrega rápida ainda em avaliação mais acho que supera o que eu esperava.,1,0,1,0,0,"entrega, produto
",0.6116089820861816,6.0,152.0,158.0,['ENTREGA']
"Produto ótimo, porém a entrega foi péssima tive de ir buscar na trasportadora",1,0,1,0,0,"produto, entrega
",1.1498217582702637,6.0,151.0,157.0,['ENTREGA']
São de ouro esses copos? Olha o preço está muito caro,0,0,1,0,0,"produto, outros
",1.207383394241333,6.0,147.0,153.0,['OUTROS']
"A TV é ótima, meu marido joga com o Xbox e adorou a imagem, porém, o controle está com problemas, mas vezes não funciona e as vezes funciona sozinho, fica abrindo os menus da TV. Nós vamos procurar a assistência aqui na cidade para comprar um novo, o trabalho e a demora inviabilizam pedir a troca.",0,1,1,1,0,"produto, outros
",1.3752648830413818,6.0,202.0,208.0,['OUTROS']
"A borracha estourou quando fui usar o forno,estou tentando entrar em contato e não consigo.ja deixei um e mail pra vcs mais até agora não me retornaram",0,1,1,0,0,"produto, outros
",1.438706398010254,6.0,171.0,177.0,['OUTROS']
A região do auto-falante aquece muito a ponto de incomodar mesmo em conversas breves. A LG precisa resolver este problema!,0,0,1,0,0,"produto
",2.1293938159942627,3.0,163.0,166.0,[]
Não gostei do produto.  Não tem a mesma medida do j7,0,0,1,0,1,"produto
",1.2340261936187744,3.0,149.0,152.0,[]
"A regulagem de temperatura não funciona, o técnico autorizado veio ver , vai pedir a peça .",0,0,0,1,0,"produto
",1.1925837993621826,3.0,153.0,156.0,[]
"Na verdade a minha avaliação é para a empresa, pq é claro e notório que a descrição da cadeira é um caramelo ou marron !!!!! por aí. Eles enviaram uma cadeira cor chumbo e ou cinza (nem sei descriminar a cor) Não vou reclamar da demora da entrega pq eles dizem 58 dias, comprei em 22/03/18 e entregaram no dia 14/05/2018. Não respondem ao e-mail do comprador.  Insatisfeita.",1,1,0,0,1,"produto, entrega, outros
",1.1980926990509033,9.0,243.0,252.0,"['ENTREGA', 'OUTROS']"
"Comprei o produto pois de acordo com a descrição, o alcance era de 50 metros. Entretanto, o produto que me foi entregue tem alcance máximo de 20 metros. Quero devolver o produto e receber meu dinheiro de volta mas até agora não consegui ser atendida.",0,1,0,1,1,"produto, anuncio
",0.7153944969177246,7.0,193.0,200.0,['ANUNCIO']
expectativa maior do que o produto oferece. Área de aplicação muito pequena para a finalidade de limpar janelas de vidro.,0,0,1,0,0,"produto
",2.305295467376709,3.0,158.0,161.0,[]
"Indico o produto, e aconselho ao fabricante um material mais resistente, as tiras laterais arrebentam com muita facilidade. Uma idéia tão boa, produzida com material de baixa qualidade, acho que poderia ser melhor.",0,0,1,0,0,"produto
",1.1543023586273193,3.0,180.0,183.0,[]
Esse foi o mais caro   Chegou ok   Quando fui estalar o cano do reservatório é muito maior e não cabe a mangueira    ! Não cabe a manguerinha de cima  fizeram maior que o original,0,0,1,1,0,"produto, condicoes de recebimento
",1.2929792404174805,11.0,181.0,192.0,['CONDICOES DE RECEBIMENTO']
"Precisei de um montador para montar este ventilador e mesmo sendo um profissional ele também teve dificuldades. A montagem não é simples.  Era bem silencioso no início, mas já nas primeiras semanas de uso começou a fazer um barulho que incomoda.  As três velocidades também não são muito superiores uma da outra.  Agora que o tempo está mais frio estou utilizando na potência mínima. No verão é que vou poder conferir a qualidade do produto.",0,0,1,0,0,"produto
",0.9030003547668457,3.0,223.0,226.0,[]
"Produto dentro do esperado, mas não apresenta uma qualidade de imagem boa se não estiver exatamente de frente para a tela.",0,0,1,0,0,"produto
",2.3143551349639893,3.0,157.0,160.0,[]
"Péssima aquisição. Comprei pra ser um quebra galho mesmo, mas nunca imaginei que seria tão ruim. A impressora, de fato, é fácil de configurar. Porém, a tinta acabou em 1 semana. Não imprimi nem 50 folhas.",0,0,1,0,0,"produto
",1.1541383266448975,3.0,189.0,192.0,[]
"Celular é bom, realmente. Dei de presente, mas o pouco que tive contato é bem atraente o visual e a interface dele. Problema que você tem, é perante a película, pois a tela dele é curvada e a dificuldade de achar capinhas, pelo menos aqui na minha cidade. Foi entregue em uma semana, considerável. Mas a transportadora poderia ter forrado a caixa, pois ele veio dentro de uma caixa muito maior, assim ficava batendo. E caso esteja em dúvida sobre  a caixa de presente oferecida, não compensa comprar ela, muito cara para algo tão simples.",1,0,1,1,0,"produto, entrega, condicoes de recebimento
",1.2456669807434082,14.0,260.0,274.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
"ADOREI TDO NESSA TV EXCELENTE...MEUS FILHOS AMOU,MTO FACEIO DE MEXER SUPER RECOMENDO...PRETENDO COMPRAR OUTRA",0,0,1,0,0,"produto
",0.744617223739624,3.0,169.0,172.0,[]
"Atendimento dentro do esperado, com produto de qualidade da marca LUPO.",0,1,1,0,0,"produto, outros
",1.3262698650360107,6.0,149.0,155.0,['OUTROS']
"Ainda não recebi o produto!!! Estou aguardando com 39 semanas de gestação, com todas as roupas do meu filho fora do armário porque o prazo dado não foi cumprido e até hoje não me passaram a data que iremos receber os itens!!! Totalmente decepcionada!",1,0,0,0,0,"entrega
",1.8147566318511963,3.0,193.0,196.0,['ENTREGA']
"PÉSSIMO ATENDIMENTO, DESCASO TOTAL COM O CONSUMIDOR. 11 DIAS DE ATRASO!",1,1,0,0,0,"entrega, outros
",1.3659162521362305,6.0,160.0,166.0,"['ENTREGA', 'OUTROS']"
"AINDA NÃO RECEBI, ENTÃO NÃO POSSO AVALIAR. AINDA NÃO RECEBI, ENTÃO NÃO POSSO AVALIAR.",1,0,0,0,0,"entrega
",1.1719434261322021,3.0,164.0,167.0,['ENTREGA']
"PARA SE FAZER A AVALIAÇÃO CORRETA DO PRODUTO, É PRECISO MAIS ALGUNS DIAS DE USO, QUANDO ELE DEVERÁ DAR RESULTADOS POSITIVOS.",0,0,1,0,0,"produto
",1.1069958209991455,3.0,174.0,177.0,[]
"O PRODUTO PARECE IGUAL, MAS NÃO VEM NA CAIXA ORIGINAL DA Flashlimp",0,0,0,1,0,"produto, anuncio
",1.1571941375732422,7.0,154.0,161.0,['ANUNCIO']
"Recomendaria o produto se vocês me entregassem, há um mês atrás fiz a compra e até agora o status no rastreio é que o notebook não chegou a unidade dos Correios. Decepcionada com a Americanas e o seu descaso ao atendimento ao cliente.",1,1,0,0,0,"entrega, outros
",2.325209379196167,6.0,188.0,194.0,"['ENTREGA', 'OUTROS']"
"GOSTEI MUITO DO CELULAR,  DE FÁCIL MANOSEIO ,TAMANHO IDEAL LEVE E BONITO, GOSTEI.",0,0,1,0,0,"produto
",1.1213834285736084,3.0,166.0,169.0,[]
"EU JÁ TIVE CELULARES DA SAMSUNG, E RECOMENDO O PRODUTO.",0,0,1,0,0,"produto
",1.1159796714782715,3.0,152.0,155.0,[]
"Produto top, imagem frontal excelente de acordo os MB do equipamento , preço acessível, com a entrega tudo ok super rápida...",1,0,1,0,0,"produto, entrega, anuncio
",1.152176856994629,10.0,159.0,169.0,"['ENTREGA', 'ANUNCIO']"
"O produto é muito bonito, fino, ótima bateria, porém na maioria do tempo é MUITO lento. Funções simples como abrir as ""notas alto adesivas"", carregar um ""navegador"" qualquer, carregar uma nova aba ou até mesmo abrir o word ou é feito com muita dificuldade causando aborrecimentos e atrasando eventuais trabalhos.",0,0,1,0,0,"produto
",1.4120776653289795,3.0,203.0,206.0,[]
"Olá, estou decepcionada com a minha mercadoria, recebi a cuba amassada e a válvula quebrada, acredito que culpa dos correios, mas preciso que pelo menos a válvula me mandem novamente, pois não tenho como usar a cuba sem ela. No aguardo Josiani",0,1,0,1,0,"produto, condicoes de recebimento
",1.240260362625122,11.0,195.0,206.0,['CONDICOES DE RECEBIMENTO']
"Eu tenho interesse em comprar o produto, mas gostaria de saber primeiro a seguinte informação: para que lado a porta desse refrigerador abre?",0,1,0,0,0,"produto
",1.1420738697052002,3.0,160.0,163.0,[]
Nunca imaginei q viveria para ver isso um copo de plástico com esse preço.....,0,0,1,0,0,"produto, outros
",1.16097092628479,6.0,151.0,157.0,['OUTROS']
"Engraçado comprei este kit ja estava esperando a entrega porém foi cancelado segundo a lojas Americanas eles não vão mas fz entregas deste produto,mas estranho né que ainda continuam a vender será que foi devido ao preço que estava o kit por $89.00 e agora aumentaram o preço a única informação que tive que vai devolver o meu dinheiro mas estão aí vendendo",1,1,0,0,0,"entrega, produto
",1.5155060291290283,6.0,211.0,217.0,['ENTREGA']
"Comprei essa cadeira para o meu marido, que trabalha no minimo 8hrs por dia sentado, ele tem aproximadamente 83 Kg, e após 2 semanas de uso continuo da cadeira, começou a notar que a espuma afundou, e agora ele tem a sensação de estar sentado sobre uma tábua! Detalhe que a cadeira diz suportar até 130Kg.  De resto a cadeira é boa e aparenta ser bem resistente, mas se você tem um peso acima de 70Kg e a utiliza por muitas horas continuas, melhor escolher outra. Vou tentar entrar em contato com o suporte para verificar se existe alguma solução.",0,0,1,0,0,produto,1.2200095653533936,2.0,267.0,269.0,[]
Recomendo bom smartephone tela grande atendeu minha espequitativa,0,0,1,0,0,"produto
",0.642510175704956,3.0,148.0,151.0,[]
"Achei mto mal acabado, nao cabe a escada dentro conforme mostra na foto.",0,0,1,0,1,"produto, anuncio
",0.6278414726257324,7.0,152.0,159.0,['ANUNCIO']
Não vi grande ultilidade ainda. Para quem quer uar o basico até dá. Falta ainda muito para compensar o custo do aparelho.,0,0,1,0,0,"produto
",1.1622722148895264,3.0,164.0,167.0,[]
"E a cuba veio quebrada! Enrolada somente em um papelão, era visto.",0,0,1,1,0,"produto, condicoes de recebimento
",1.1301729679107666,11.0,153.0,164.0,['CONDICOES DE RECEBIMENTO']
"Instalação rápida e fácil, ventila muito bem no meu quarto 6m³, muito silencioso. A luz tbm funciona no interruptor (que não é incluso) e o controle funciona com uma bateria A23 (não incluso e único ponto mais complicado, poderia ser pilha convencional) - controle não possui uma qualidade muito boa, material fraco.",0,0,1,0,0,"produto, outros
",1.134509563446045,6.0,206.0,212.0,['OUTROS']
O produto veio em perfeito estado e funcionando direitinho. A entrega do produto também foi feita na data estipulada.,1,0,1,1,0,"produto, entrega, condicoes de recebimento
",1.2302911281585693,14.0,159.0,173.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
não gostei do produto vem pouca quantidade procuro uma coisa que cresça o cabelo de brilho e esse não foi o produto de Claro não gostei vem pouca quantidade,0,0,1,0,0,"produto
",1.1439330577850342,3.0,169.0,172.0,[]
"Além de atrasar no prazo de entrega, não era o que eu esperava. Já tenho um carregador que veio junto com o celular, aí resolvi comprar outro pra usar no trabalho, mas não é a mesma coisa.",1,0,1,0,0,"entrega, produto
",1.0945320129394531,6.0,180.0,186.0,['ENTREGA']
Produto trava fica com tela cinza sendo necessário desligar e ligar de novo para voltar a funcionar. Pode ser defeito do aparelho mas causa transtorno.,0,0,1,0,0,"produto
",0.6745796203613281,3.0,165.0,168.0,[]
Acho que poderia ser bem melhor..o preço que paguei deveria ser melhor.!,0,0,1,0,0,"produto, outros
",1.216007947921753,6.0,150.0,156.0,['OUTROS']
"Nao veio o mesmo da caixa, nao funciona a luz nem a musica nem anda conforme o enunciado, é totalmente diferente desse q ta na caixa, foi a primeira vez q aconteceu isdo , de comprar e vim errado, fico triste com isso",0,0,0,1,1,"produto, anuncio
",1.0930461883544922,7.0,183.0,190.0,['ANUNCIO']
"Apesar do atraso na entrega, o produto atende plenamente às necessidades a que se propõe. Obrigado pelo bom atendimento.",1,1,1,0,0,"entrega, produto
",0.6488857269287109,6.0,159.0,165.0,['ENTREGA']
"Comprei esse produto justamente porque constava o adaptador para Iphone, porém ao abrir a embalagem verifiquei que o Adaptador Iphone não veio junto com o produto.",0,0,0,1,0,"produto, anuncio
",1.2771275043487549,7.0,166.0,173.0,['ANUNCIO']
"Bom aparelho, rápido, ótima câmera, bateria com boa duração.",0,0,1,0,0,"produto
",1.3925402164459229,3.0,147.0,150.0,[]
"Adorei o produto atendeu todas as minhas expectativas, e a americanas como sempre me surpreendendo, paguei o produto dia dia 02/01/18 dia me deram ate dia 12/01/18 Mais o produto chegou dia 04/01 super rápida a entrega!",1,0,1,0,0,"produto, entrega
",1.1390385627746582,6.0,202.0,208.0,['ENTREGA']
Amei. Muito bom. Super indico.... tamanho maravilhoso.  Só força um pouco de for fazer massa pra bolo.,0,0,1,0,0,"produto
",0.7899394035339355,3.0,159.0,162.0,[]
"Boa leitura, adoramos..............................",0,0,1,0,0,"produto
",1.2860305309295654,3.0,141.0,144.0,[]
Fiz uma linda mesa de Natal que ficou maravilhosa.,0,0,1,0,0,"produto
",1.1628468036651611,3.0,145.0,148.0,[]
O aparelho é Ótimo.Entrega rápida...recomendo ! A americanas de parabéns sempre!,1,1,1,0,0,"produto, entrega
",1.2261149883270264,6.0,154.0,160.0,['ENTREGA']
"O aspirados é bom. Não é super potente, mas limpa que é uma beleza. Já usei várias vezes, pois ele é super prático. Não dá vontade de usar vassoura nunca mais ahahha Ele é fácil de transportar e de limpar, então é um ótimo negócio.",0,0,1,0,0,"produto
",1.104748249053955,3.0,192.0,195.0,[]
"Perfeita, grande variedade de app , muito fácil de instalar",0,0,1,0,0,"produto
",1.1178536415100098,3.0,147.0,150.0,[]
"Produto chegou antes do tempo ,Meu sobrinho adorou",1,0,1,0,0,"entrega, produto
",0.7610607147216797,6.0,145.0,151.0,['ENTREGA']
"Gostei muito da panela, o que prometeu cumpriu! Super recomendo!!!",0,0,1,0,0,"produto
",1.172924280166626,3.0,150.0,153.0,[]
E muito bom a sensação de usar o óculos de realidade virtual. So tem um probleminha acho que o dispositivo que acopla ao óculos no caso o celular esquenta muito rápido. Mas é bem interessante a experiencia,0,0,1,0,0,"produto
",1.2325377464294434,3.0,176.0,179.0,[]
"Estou adorando o livro pois estou lendo ainda estou adorando,E um livro que queria muito ler e achei muito barato.nas Americanas,da entrega chegou antes do que tinham falado super recomendo adorei.",1,0,1,0,0,"produto, entrega
",1.141507863998413,6.0,179.0,185.0,['ENTREGA']
Excelente....Tela grande....Caneta....Acesso rápido ao conteúdo....Bastante espaço de memória....levissimo....Surpreendente!,0,0,1,0,0,"produto
",0.8130142688751221,3.0,160.0,163.0,[]
"O produto chegou antes do prazo, bem protegido, e é um ótimo produto.... Super recomendo...",1,0,1,1,0,"entrega, produto, condicoes de recebimento
",1.1920783519744873,14.0,153.0,167.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
"Adorei o produto!  recomendo a todos o produto, uma otima aquisição.",0,0,1,0,0,"produto
",1.3591742515563965,3.0,153.0,156.0,[]
"Chegou antes do previsto, embalado direitinho. Adorei!!!",1,0,1,1,0,"entrega, condicoes de recebimento, produto
",1.2338957786560059,14.0,149.0,163.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
"Eu já conhecia, ja tinha usado o BB cream Maybelline, ele é perfeito para o dia e até noite, cobertura perfeita, sem carregar.",0,0,1,0,0,"produto
",0.5573418140411377,3.0,164.0,167.0,[]
"Adorei os meus potes da Euro e a rapidez na entrega das lojas Americanas, chegou bem antes do prazo estabelecido.",1,0,1,0,0,"entrega, produto
",0.5723848342895508,6.0,159.0,165.0,['ENTREGA']
Maravilhoso...ótima qualidade e acabamento incrível.,0,0,1,0,0,"produto
",1.0788452625274658,3.0,145.0,148.0,[]
"Ótimo livro , faz entender um pouco mais a vida excelente livro",0,0,1,0,0,"produto
",1.1619718074798584,3.0,147.0,150.0,[]
Acho que falta na mochila uma espécie de cinto para poder prender em volta da cintura e distribuir ainda mais o peso.,0,0,1,0,0,"produto
",1.185943603515625,3.0,157.0,160.0,[]
"Boa qualidade, prático, leve, o produto era exatamente o que procurava.",0,0,1,0,0,"produto
",0.5387780666351318,3.0,151.0,154.0,[]
Chegou rápido produto de qualidade. . Gostei muito.  Super prático e recomendo .,1,0,1,0,0,"entrega, produto
",1.15012788772583,6.0,153.0,159.0,['ENTREGA']
Produto de ótima qualidade e entrega super rápida! Estão de parabéns!!! Super recomendo!!!!!,1,1,1,0,0,"produto, entrega
",1.0895400047302246,6.0,152.0,158.0,['ENTREGA']
"Achei bem bonito , tamanho razoável aparentemente produto qualidade boa .",0,0,1,0,0,"produto
",1.1280789375305176,3.0,148.0,151.0,[]
"Chegou antes do prazo, o produto funciona muito bem com mechas finas, sempre é bom usar um protetor térmico antes de fazer os cachos. Recomendo este produto, o custo benefício é ótimo.",1,0,1,0,0,"entrega, produto
",1.1178901195526123,6.0,176.0,182.0,['ENTREGA']
"Muito bom excelente custo e benefício, além  de compras feitas na americanas.com são super seguras e entrega rápida",1,1,1,0,0,"produto, entrega
",1.1277282238006592,6.0,158.0,164.0,['ENTREGA']
"São perfeitas,soh gostaria de saber se pode ir ao forno,por causa do cabo",0,1,1,0,0,"produto
",1.1346237659454346,3.0,153.0,156.0,[]
"Minha irmã amou o presente, disse que é muito bom Veio em perfeitas condições",0,0,1,1,0,"produto, condicoes de recebimento
",0.7252752780914307,11.0,152.0,163.0,['CONDICOES DE RECEBIMENTO']
"Embora fiz uma compra de dois itens e a entrega veio parcelada, no momento 4/05/2018 a loja esta no credito por não ter vencido a data de entrega.",1,0,0,0,0,"entrega
",1.1444413661956787,3.0,175.0,178.0,['ENTREGA']
"A prancha alisadora eu super recomendo,porém o modelador de cachos achei horrível, mesmo seguindo as instruções de uso o cabelo da  minha cliente trancou, tive que abrir todo o aparelho para não prejudicar a mesma ... recepção",0,0,1,0,0,produto,1.220982551574707,2.0,188.0,190.0,[]
"Gosto muito desse purificador ,é o segundo aparelho que compro,o primeiro acabou de velho",0,0,1,0,0,"produto
",1.1462085247039795,3.0,153.0,156.0,[]
Comprei...chegou sem a bolca ...blutooth com defeito. Agora diz q vai chegar dia 10 5. Filha anciosa e eu tbem.,1,0,0,1,0,"produto, entrega, condicoes de recebimento
",1.190216064453125,14.0,171.0,185.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
"Não posso avaliar, ainda não recebi o produto, quando receber eu respondo!",1,0,0,0,0,"entrega
",1.0760953426361084,3.0,151.0,154.0,['ENTREGA']
"Já usei 4 vezes e pra mim Ainda está em fase de teste, mas limpa muito. Só achei q deixou meus fios ressecados. Mas cada cabelo reage d forma diferente inclusive o d uma amiga ficou perfeito parece q cauterizou porq isso q quis usar tbm. Penso q deveria ter um levim.",0,0,1,0,0,"produto
",1.4805288314819336,3.0,203.0,206.0,[]
Eu nao recebi meu produto ate hj. E nao recebo nenhuma informaçao de seu parceiro Loja Dominio. Mais de um mes esperando. Vou pedir o estorno da compra.,1,1,0,0,0,"entrega, outros
",1.1218645572662354,6.0,172.0,178.0,"['ENTREGA', 'OUTROS']"
Olha ja tem mais de um mês  q fiz  a compra e ainda nao  recebi o produto anunciado.  Ainda no aguardo,1,0,0,0,0,"entrega, anuncio
",1.2326421737670898,7.0,163.0,170.0,"['ENTREGA', 'ANUNCIO']"
"Não chegou, estou esperando pra poder responder preciso que isso aconteça",1,0,0,0,0,"entrega
",1.1250228881835938,3.0,147.0,150.0,['ENTREGA']
"Eu recebi ,e me avisaram que viriam no dia seguinte para abrir e instalar e até hoje não vieram...",0,1,0,0,0,"entrega, outros
",1.1043572425842285,6.0,159.0,165.0,"['ENTREGA', 'OUTROS']"
Ainda não recebi o produto .Pro.wteram para o dia dez e até hoje não recebi,1,0,0,0,0,"entrega
",1.1038331985473633,3.0,156.0,159.0,['ENTREGA']
Estou aguardando pacientemente pela entrega que já entendi que não é pela Americana que comprei. É a segunda decepção com a americana.com Pois a meses atrás comprei um conjunto de cadeiras que não recebi até hoje mais a esperança é a última que morre. Continuarei esperando,1,1,0,0,0,"entrega, outros
",1.1148817539215088,6.0,192.0,198.0,"['ENTREGA', 'OUTROS']"
"O produto estava previsto pra chegar dia 27/12, agora está previsto para o dia 03/01 mas pelo que está mostrando no site da americanas ainda nem saiu da loja para transporte. Quando chegar espero que a avaliação seja boa.",1,0,0,0,0,"entrega
",1.0669617652893066,3.0,187.0,190.0,['ENTREGA']
Até hoje não recebi o meu produto! Estou muito chateada pois já passou do prazo de entrega que era até o dia 07/05 .,1,0,0,0,0,"entrega
",1.0966980457305908,3.0,166.0,169.0,['ENTREGA']
Processo muito demorado de resolução de problemas o prazo venceu 16/02 e até agora não conseguiram identificar onde foi parar meu produto e nem se quer enviaram outro.,1,1,0,0,0,"entrega
",1.1378834247589111,3.0,173.0,176.0,['ENTREGA']
Ainda não recebi o produto. Demora demais para entrega,1,0,0,0,0,"entrega
",1.3526041507720947,3.0,146.0,149.0,['ENTREGA']
"Deixaram meu produto nos Correios é o que dizem me deram um código de rastreio que dá inexistente,aí eu não tenho como saber em qual agência devo retirar o produto o código está errado e eu só consigo retirar o produto com o código de rastreio mas tem que está correto então eu não posso avaliar algo que não recebi.por favor me enviem o código de rastreio certo e me informe em qual agência devo retirar o produto.",1,1,0,0,0,"entrega
",1.526261568069458,3.0,228.0,231.0,['ENTREGA']
Não é possível avaliar o produto.  Até agora só recebi o e-mail para avaliação da mercadoria. O produto ta em transporte ainda. A compra foi efetuada a 30 dias atrás. Essa demora é normal?,1,0,0,0,0,"entrega, outros
",0.6547036170959473,6.0,182.0,188.0,"['ENTREGA', 'OUTROS']"
"Compra realizada desde o dia 22/12/17, e até agora não consegui comprovar a qualidade da TV, pois não foi entregue ainda! Mas pelas pesquisas é uma boa opção dos modelos de entrada da Samsung.",1,0,1,0,0,"entrega, produto
",0.6734316349029541,6.0,182.0,188.0,['ENTREGA']
"Não posso dizer se é bom por enquanto. Minha entrega está atrasada. Tá parado na  transportadora desde o dia 10/05, sendo que o ultimo dia seria hoje. Nem a loja e nem a transportadora me respondem. Estou aguardando algum parecer sobre meu produto.",1,1,0,0,0,"entrega, outros
",1.1302814483642578,6.0,195.0,201.0,"['ENTREGA', 'OUTROS']"
Ainda não testei pois e presente mas aparenta está tudo.ok,0,0,1,0,0,"produto, condicoes de recebimento
",1.1396033763885498,11.0,149.0,160.0,['CONDICOES DE RECEBIMENTO']
Já tive outros rádios relógios da Sony  todos foram ótimos. Esse o design é fantástico  mas ainda não utilizei .....estou apenas traduzindo minha experiência anterior. Mas é inegável que é um belo radio relogio,0,0,1,0,0,"produto
",1.1291487216949463,3.0,184.0,187.0,[]
Bem ainda não usei o produto..mas posso avaliar a entrega que foi antes do prazo e o produto veio em ordem tudo certinho.,1,0,1,1,0,"entrega, produto, condicoes de recebimento
",1.1691875457763672,14.0,162.0,176.0,"['ENTREGA', 'CONDICOES DE RECEBIMENTO']"
"Ainda não foi possível ver resultados. As cápsulas têm um cheiro ruim, não sei se é do plástico, mas é ruim.",0,0,1,0,0,"produto, outros
",0.552039623260498,6.0,159.0,165.0,['OUTROS']
Nao consigo acompanhar minha compra me ajude  Mostra que nao fiz compra nenhume e ja paguei,0,1,0,0,0,"entrega
",1.1256816387176514,3.0,156.0,159.0,['ENTREGA']
"Já tive esta cafeteira antes. Me mudei de cidade e não trouxe a antiga comigo. Comprei novamente por ter gostado muito do produto. Chegando a nova, senti falta do filtro pequeno (só veio o grande) e tive a impressão que o café tem saído menos cremoso que antes. Também, quando ligo, a água fica vasando... Mesmo assim ainda tem custo benefício.",0,0,1,1,0,"produto
",1.2261590957641602,3.0,216.0,219.0,[]
