text,label,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,irony,irony,0.6849062442779541,3.0,117.0,120.0,irony
I just love being ignored😊|#not😒,irony,irony,0.5587928295135498,3.0,99.0,102.0,irony
"#Irony RT @user If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",irony,irony,0.741236686706543,3.0,118.0,121.0,irony
Produce Mobile Apps #not,irony,irony,0.5591714382171631,3.0,93.0,96.0,irony
Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,irony,irony,0.6454946994781494,3.0,109.0,112.0,irony
"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",no irony,no irony,0.5796778202056885,3.0,126.0,129.0,no irony
Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,no irony,no irony,0.5628676414489746,3.0,107.0,110.0,no irony
About as relevant as Michael Sam and Jason Collins. RT @user Major League Baseball umpire Dale Scott comes out as gay.,no irony,irony,0.46123647689819336,3.0,113.0,116.0,irony
Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,no irony,no irony,0.6974537372589111,3.0,103.0,106.0,no irony
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,irony,irony,0.5435729026794434,3.0,123.0,126.0,irony
"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",no irony,irony,0.9659924507141113,3.0,116.0,119.0,irony
@user @user @user @user @user How many of those jobs earn #middleclass wages? #Economics #Math #Z,no irony,no irony,0.5833697319030762,3.0,116.0,119.0,no irony
I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,irony,irony,0.5794696807861328,3.0,109.0,112.0,irony
Incredible insight on the @user #bornrisky campaign: #amputee #movement #equality #art #prosthetics,no irony,no irony,0.5922999382019043,3.0,114.0,117.0,no irony
Love #hiphop mix tapes or have a mixtape to promote check out follow them on twitter #undergroundhiphop,no irony,no irony,0.5619902610778809,3.0,112.0,115.0,no irony
"Extended cut ""NICHA"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",no irony,no irony,0.5233659744262695,3.0,117.0,120.0,no irony
@user Stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,no irony,no irony,0.5973336696624756,3.0,114.0,117.0,no irony
@user @user Sent it but too slow. I had already posted.,no irony,no irony,0.6300714015960693,3.0,103.0,106.0,no irony
#FEMALECONDOM #anally #vaginally #prevent STD's/HIV/pregnancy #latex #free #NOT #Restrictive/tight #women/gay men,no irony,no irony,0.6332166194915771,3.0,127.0,130.0,no irony
Little cutie #Chico #Dog #Doggy #Puppy #Sweet #Cute #UK #Black #Biscuit #Not #Mine #Mini #Miss #My,no irony,no irony,0.4840373992919922,3.0,125.0,128.0,no irony
@user Niagra Falls tho... Really? #irony #LOL,irony,irony,0.5788877010345459,3.0,102.0,105.0,irony
"If we win against Poland and Scotland, does that put us 65th in the world rankings. @user @user #Sarcasm",irony,irony,0.4860646724700928,3.0,116.0,119.0,irony
#Myanmar #men #plead #not #guilty to #murder of #British #tourists. via @user,no irony,no irony,0.4910087585449219,3.0,115.0,118.0,no irony
"Since the tribunal was established 14 years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not",irony,irony,0.6453738212585449,3.0,116.0,119.0,irony
@user Garner protesters chant 'F*ck Fox News' despite Fox agreeing with them #EricGarner #Irony,irony,irony,0.5141081809997559,3.0,112.0,115.0,irony
"@user After 1989, why did NATO need to expand?",no irony,no irony,0.7068102359771729,3.0,102.0,105.0,no irony
The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for...,irony,irony,0.6435272693634033,3.0,119.0,122.0,irony
You are taking your responsibilities so seriously today that i... More for Leo,no irony,irony,1.1078722476959229,3.0,102.0,105.0,irony
@user @user @user @user @user we get it right for business the trickle down fairy will do the rest #NOT,irony,irony,0.6750497817993164,3.0,115.0,118.0,irony
can you not understand that not EVERYTHING is about the President? @user @user @user @user,no irony,irony,0.5091555118560791,3.0,108.0,111.0,irony
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,irony,irony,0.5766153335571289,3.0,113.0,116.0,irony
"Well now the festive season has begun, let's take a moment to reflect on how much more royalties Slade and Wizard will get #sarcasm",irony,irony,0.6907799243927002,3.0,117.0,120.0,irony
"The last day of the year and I will be tweeting on my major highpoints of the year ...good, bad and ugly",no irony,no irony,0.7175397872924805,3.0,113.0,116.0,no irony
MB forgot to move the elf on shelf and now 10 is asking me if Christmas is real. 😥@NannyProbss,no irony,no irony,0.6555147171020508,3.0,115.0,118.0,no irony
"@user happy new year, da! Thanks sobra for this year 👍👍",no irony,no irony,0.5857937335968018,3.0,103.0,106.0,no irony
WATCH: #Megatron from #Transformers Rant About Social Media #Irony,no irony,irony,0.6492719650268555,3.0,105.0,108.0,irony
@user @user #not #working when are we able to download games we paid in good faith? #psn start working again?,no irony,no irony,0.7369124889373779,3.0,116.0,119.0,no irony
I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,irony,irony,0.4690840244293213,3.0,116.0,119.0,irony
@user happy birthday Skip! We will always love you! #Phillies #legend,no irony,no irony,0.5223343372344971,3.0,105.0,108.0,no irony
"or a trout, or northern pike|@brownbearmike1 @user @user @user @user",no irony,no irony,0.5782532691955566,3.0,113.0,116.0,no irony
One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,no irony,irony,0.4833662509918213,3.0,119.0,122.0,irony
"Watching Sanjay, @user ... Getting the start vs. Butler and liking what I see! #Minny",no irony,no irony,0.7800631523132324,3.0,110.0,113.0,no irony
There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳,irony,irony,0.569169282913208,3.0,116.0,119.0,irony
The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,irony,irony,0.7849867343902588,3.0,114.0,117.0,irony
New shirt #new #shirt #im #sorry #its #just #i #literally #do #not #care #at #all,no irony,irony,0.6216769218444824,3.0,117.0,120.0,irony
@user @user @user It wasn't for one person. It was a business expense.,no irony,no irony,0.49408602714538574,3.0,106.0,109.0,no irony
HAHAHAHA!! Oops.......I'm addicted to @user Tweets sooo FUNNY! You Got to follow him for #HILARIOUS #SARCASM #tweets #RT.,no irony,irony,0.5135018825531006,3.0,125.0,128.0,irony
@user @user @user absolutely loved it! Well done all involved!,no irony,no irony,0.49942541122436523,3.0,103.0,106.0,no irony
"@user That was the case, not the recording.So comparing the two is apple & oranges.",no irony,no irony,0.7760486602783203,3.0,107.0,110.0,no irony
Wow...lol||Need cash in your hands today? Go to #not #wun #not #mca...,no irony,irony,0.6703307628631592,3.0,112.0,115.0,irony
At least I don't have to clean the floor,no irony,irony,0.4974198341369629,3.0,97.0,100.0,irony
Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony,irony,irony,0.6533553600311279,3.0,123.0,126.0,irony
@user Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm,irony,irony,0.5115451812744141,3.0,116.0,119.0,irony
#AskSuperwomanLIVE if you could swim in any liquid besides water what would you swim in?@IISuperwomanII |4,no irony,no irony,1.1658275127410889,3.0,116.0,119.0,no irony
One of the most embarrassing losses @user Ever. #WTF,no irony,irony,0.8078606128692627,3.0,101.0,104.0,irony
@user untrue - its Cutler's fault,no irony,irony,0.49120450019836426,3.0,98.0,101.0,irony
#Malala Yousufzai receives #NobelPeacePrize and #Pakistan ranks in top 10 dangerous countries !!! #irony,irony,irony,0.7072713375091553,3.0,116.0,119.0,irony
#Not so Ugly Christmas Sweater red with red snowflakes & sequins cardigan 1X XL,no irony,no irony,0.561124324798584,3.0,108.0,111.0,no irony
Testing water temperatures #excitingtimes #Not,irony,irony,0.6276931762695312,3.0,97.0,100.0,irony
Waking up with your cat attacking your hand is always delightful..... #not,irony,irony,0.5558285713195801,3.0,103.0,106.0,irony
"May not have hung out with you as much as some people, but every time we did it was a blast! You...",no irony,no irony,0.5763461589813232,3.0,113.0,116.0,no irony
@user the #USA is #NOT a #Democracy. The #USA is a #Republic from of #Goverment! Do you #Know #what the #Pledge of #Allegiance say's?,no irony,no irony,0.6449844837188721,3.0,133.0,136.0,no irony
I blame my mom. Mother of the Year #sarcasm,irony,irony,0.4300057888031006,3.0,101.0,104.0,irony
Pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today. #irony,irony,irony,0.5997111797332764,3.0,114.0,117.0,irony
"@user @user To be fair, you didn't use the mandatory #sarcasm hashtag :P",no irony,irony,0.6540412902832031,3.0,108.0,111.0,irony
"'I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.'",no irony,irony,0.5387351512908936,3.0,117.0,120.0,irony
Girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag...,no irony,no irony,0.5348508358001709,3.0,117.0,120.0,no irony
"The Bay Area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #irony #stormageddon",irony,irony,4.748780012130737,3.0,119.0,122.0,irony
@user I'm from the UK and I honestly think your a goddess! I love how you speak your mind but have a gentle side. #love #PattiKnows,no irony,no irony,0.5236518383026123,3.0,122.0,125.0,no irony
Leaving whilst its dark is fun. #not,irony,irony,0.5970206260681152,3.0,97.0,100.0,irony
@user please note #sarcasm in last tweet before you kill yourself ;) many good pros including @user can show you best usage,no irony,irony,0.5324506759643555,3.0,115.0,118.0,irony
@user my mum to be back with us for Xmas 🎄,no irony,no irony,0.6020011901855469,3.0,101.0,104.0,no irony
"@user Even though @user got more ex-wives than @user majors, I'm happy for that washed-up mess... #Not!! #Blocked",irony,irony,0.5960068702697754,3.0,117.0,120.0,irony
@user Ucan MAKE MONEY #TWEETING this info w/ new app||http://t.co/Q2WB7riAvK <-News ||https://t.co/cpJZkEgNe7,no irony,no irony,0.5876719951629639,3.0,131.0,134.0,no irony
Take me tooooo church #not,no irony,irony,0.6041831970214844,3.0,95.0,98.0,irony
"A 'republican move' which will 'effectively rob the royals'. Kate's spending 32k on1meal, who is being robbed? #irony",irony,irony,0.44145750999450684,3.0,123.0,126.0,irony
#obama @user announce special urgent package for #Pakistan .. supported by @user to enhance their fight against obscurantists. #NOT,irony,irony,0.6674776077270508,3.0,116.0,119.0,irony
@user Shirota Yu and... Inoue Yoshio? He was in Mozart! apparently.,no irony,irony,0.571150541305542,3.0,108.0,111.0,irony
"Looking for quality music check> @user hot record ""What About""",no irony,no irony,0.6138303279876709,3.0,102.0,105.0,no irony
"how is it possible that somebody so interesting is also so, so, so boring? #irony #what",irony,irony,0.6659040451049805,3.0,110.0,113.0,irony
"@user Not going this time, we might have a chance! Fool me once, shame on you, fool me twice..... #fuckthat",no irony,irony,0.5412678718566895,3.0,116.0,119.0,irony
@user Minky Wale tail fritter for price of a bijoux flat in Port Talbot.,no irony,irony,0.44539809226989746,3.0,108.0,111.0,irony
".@ibnlive is the first to cut to ads during primetime to proudly announce that they're ""putting journalism first"". #Irony #NLprimetime",irony,irony,0.7377414703369141,3.0,121.0,124.0,irony
".@ChrisBrett2 @user @user @user I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",irony,irony,0.5486340522766113,3.0,125.0,128.0,irony
#hi #good #morning #instadaily #snapchat #selfie #comment # #sleep #do #not #wake #up @ Happy,no irony,no irony,0.6728956699371338,3.0,120.0,123.0,no irony
I JUST WANT TO BE DONE WITH FINALS #4hoursleft,no irony,no irony,0.5088262557983398,3.0,101.0,104.0,no irony
"1 bed flat #ToLet £550 pcm (£127 pw)|Humphrey Middlemore Drive, Harborne, #Birmingham B17|http://t.co/QHYcB5zKEv",no irony,no irony,0.43834495544433594,3.0,130.0,133.0,no irony
So there used to be a crossfit place here.... #irony #pizzawins,irony,irony,0.8789985179901123,3.0,107.0,110.0,irony
When I start singing songs from Once More With Feeling to myself while at work... #Buffymusical #stuckinmyhead,no irony,no irony,0.5873246192932129,3.0,115.0,118.0,no irony
"I'm heading off, but need to say this! ""Just because I am concerned for my country, and it's people-Does #NOT make me a racist! #Terrorists",no irony,no irony,0.5687887668609619,3.0,124.0,127.0,no irony
Work hard in silence; let success make the noise.,no irony,no irony,0.5163004398345947,3.0,99.0,102.0,no irony
@user @user now what has he said/done??,no irony,no irony,0.43488240242004395,3.0,100.0,103.0,no irony
Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm,irony,irony,0.5899770259857178,3.0,116.0,119.0,irony
Spending the majority of my day in and out of the doctor has been awesome. #sarcasm,irony,irony,0.5255837440490723,3.0,108.0,111.0,irony
@user - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,no irony,no irony,0.5288372039794922,3.0,111.0,114.0,no irony
@user #spnews #yxe I hope you weren't driving when you took that picture. #irony,irony,irony,0.6183545589447021,3.0,110.0,113.0,irony
My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow 🌁,no irony,no irony,0.5899147987365723,3.0,109.0,112.0,no irony
"@user Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",irony,irony,0.7220549583435059,3.0,118.0,121.0,irony
"@user aha, but white girl drinks make me 'so so cray tipsy'",no irony,irony,0.5947487354278564,3.0,105.0,108.0,irony
This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol...,no irony,irony,0.6404614448547363,3.0,123.0,126.0,irony
Christmas alone😊 how nice #not,irony,irony,0.6556434631347656,3.0,95.0,98.0,irony
work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,irony,irony,0.4826831817626953,3.0,107.0,110.0,irony
@user Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,irony,irony,0.6056866645812988,3.0,115.0,118.0,irony
"Access to housing is not a fundamental human right, according to Ontario courts: #onpoli #TOpoli #cdnpoli",no irony,no irony,0.4928443431854248,3.0,115.0,118.0,no irony
"@user Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened",irony,irony,0.8179655075073242,3.0,120.0,123.0,irony
@user You want to see something Irish!!Of all the reasons to be closed 😂😂😂 #irony,irony,irony,0.6185550689697266,3.0,110.0,113.0,irony
And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,no irony,no irony,0.5988752841949463,3.0,116.0,119.0,no irony
"Oh dear, some people don't get #irony 😳",no irony,irony,0.48540353775024414,3.0,100.0,103.0,irony
Yay for Fire Alarms at 3AM #not,irony,irony,0.651900053024292,3.0,99.0,102.0,irony
"I just drank a healthy, homemade, all fruit smoothie...in a @user beer glass. #irony",irony,irony,0.5870063304901123,3.0,110.0,113.0,irony
Should I buy these? And become a full time hipster? Lol! #NOT.....,irony,irony,0.6028754711151123,3.0,106.0,109.0,irony
Just paid $2.59 for gas! #ThanksObama #sarcasm,irony,irony,0.4440438747406006,3.0,104.0,107.0,irony
You are most welcome! Loved the post :D @user,no irony,no irony,0.5985958576202393,3.0,100.0,103.0,no irony
Can't take my eyes off you|http://t.co/cKYk9vXewc via @user,no irony,no irony,0.509892463684082,3.0,110.0,113.0,no irony
I am so ready for Monday. 🙆 #sarcasm,irony,irony,4.564546585083008,3.0,101.0,104.0,irony
@user rollins was so pissed off haha,no irony,no irony,0.49446868896484375,3.0,97.0,100.0,no irony
@user I do love a chilled night in. Saves having a hangover to😂 thank you hun X,no irony,no irony,0.6391491889953613,3.0,109.0,112.0,no irony
@user if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,irony,irony,0.5525882244110107,3.0,112.0,115.0,irony
When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,irony,irony,0.6169087886810303,3.0,119.0,122.0,irony
Does this look properly #shaded?? I think #not :-(|#shading #techniques #cube #3d #view #learning #damn I #suck #Sob!,no irony,irony,0.6032400131225586,3.0,128.0,131.0,irony
Company profile FORGET ME NOT PET CEMETERY - #FORGET #ME #NOT #PET #CEMETERY,no irony,no irony,0.7327589988708496,3.0,114.0,117.0,no irony
@user guys!!! you've just smashed it!! #WhereDoBrokenHeartsGo #XFactorFinal,no irony,no irony,0.6372365951538086,3.0,108.0,111.0,no irony
i wanna be at home already,no irony,no irony,0.5727970600128174,3.0,94.0,97.0,no irony
Just realized my last final is tomorrow. FAAAAA-,no irony,no irony,0.5626688003540039,3.0,100.0,103.0,no irony
@user @user @user @user @user Christian Europe translated Islamic manuscripts #Irony,irony,irony,0.5569465160369873,3.0,106.0,109.0,irony
Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm,irony,irony,0.6936514377593994,3.0,116.0,119.0,irony
The fact that this time next week I'll be getting my wisdom teeth out 😖🙊 #chipmunk,no irony,no irony,0.5726430416107178,3.0,110.0,113.0,no irony
@user Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,irony,irony,0.6047580242156982,3.0,109.0,112.0,irony
Two years later & gingerbread house making still makes me cry.,no irony,irony,0.45014357566833496,3.0,101.0,104.0,irony
Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics,irony,irony,0.7009527683258057,3.0,118.0,121.0,irony
@user @user @user |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,irony,irony,0.6067602634429932,3.0,116.0,119.0,irony
@user #sarcasm is a service I offer.,no irony,irony,0.5114092826843262,3.0,100.0,103.0,irony
#PhatSexyAss #Picnic Picnic Porked Tiffany,no irony,no irony,0.7574400901794434,3.0,100.0,103.0,no irony
I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,irony,irony,0.5999977588653564,3.0,118.0,121.0,irony
Nice touch. All the bar staff in the ground wearing #saintsfc t shirts,no irony,no irony,0.5491554737091064,3.0,105.0,108.0,no irony
@user trust me it will be out of form Scandinavian reef again to. @user do love @user I see😒🙈 #irony #FCBarcelona #mcfc,irony,irony,0.5109663009643555,3.0,124.0,127.0,irony
i literally love when someone throw me in at the deep end #irony #tough #life,irony,irony,0.6195640563964844,3.0,108.0,111.0,irony
"Agree with that... #we #are #not #mind #readers #haha||#Repost 9gag ⁰You may think we are, but we are...",no irony,irony,0.6177444458007812,3.0,126.0,129.0,irony
Day ninth December to have a pint at the boars head|#not really still in bed 😊,no irony,irony,0.5853447914123535,3.0,108.0,111.0,irony
Speed cameras in Whipton by village shops. & yes it Takes 5 police officers!! 🚔 #waste #of #money #does #not #take #five #individuals 😂🚨🚓,no irony,irony,0.7440001964569092,3.0,132.0,135.0,irony
Picked an excellent day to get my hair done 😒 #sarcasm,irony,irony,0.8287689685821533,3.0,104.0,107.0,irony
@user his daughter is painting his toes! That is a parenting WIN in my book.,no irony,no irony,0.5814540386199951,3.0,106.0,109.0,no irony
Can't say no to that @user try now. Lets go @user we can do this #COYQ,no irony,no irony,0.5667805671691895,3.0,110.0,113.0,no irony
"ABC Takes A Look At ""The Turkey Song"" by @user - Make It A Classic #Thanksgiving -",no irony,no irony,0.5789823532104492,3.0,110.0,113.0,no irony
Waking up with a pounding headache is just what I need for this final #sarcasm,irony,irony,0.5433847904205322,3.0,107.0,110.0,irony
Can always count on you to speak to me on here then delete the messages so It looks like I'm talking to myself. 😒 @user,no irony,irony,0.45905518531799316,3.0,116.0,119.0,irony
Stop by and pick up Alexandra's book with a coupon!,no irony,no irony,0.6005382537841797,3.0,100.0,103.0,no irony
