text,label,prediction,response_time,vram_usage,ram_usage,total_time
@user Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer,no irony,no irony,2.251966953277588,4259,72.60546875,0.2039222
@user Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,irony,irony,2.1116037368774414,4233,72.9453125,0.0670788
Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,irony,irony,2.3273508548736572,4232,72.48828125,0.2778123
The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,irony,irony,2.3757057189941406,4232,72.51953125,0.3387727
Pretty excited about how you gave up on me. File Under: #sarcasm,irony,irony,2.191976308822632,4232,72.55859375,0.1342982
Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,irony,irony,2.3008980751037598,4232,72.57421875,0.246918
@user u know that. How u doing??,no irony,irony,2.1873650550842285,4232,72.5859375,0.1351633
@user hmm... let me think about that #sarcasm,irony,irony,2.3635799884796143,4249,71.27734375,0.3184169
"If you wanna look like a badass, have drama on social media #not",irony,irony,2.1500203609466553,4312,71.8203125,0.0973291
How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,irony,irony,2.271413564682007,4286,71.8359375,0.2315937
"@user I think the general rule is, if it's open all night, pull an all-nighter.",no irony,irony,2.3672659397125244,4296,72.33203125,0.3200283
Natalie Prass - Bird of Prey: via @user,no irony,no irony,2.1899020671844482,4253,71.59765625,0.1378753
Nooooooooooo again it's on!!! #PickANewSong #CantStandIt,no irony,irony,2.358954906463623,4243,71.67578125,0.3123209
"Being a hipster now is so mainstream. Oh, the irony. #hipster #irony",irony,irony,2.278886556625366,4241,72.28515625,0.2328679
@user exactly and we are fighting like animals,no irony,irony,2.2305209636688232,4237,71.37109375,0.1900274
#TeenAnalCasting #Top Top 50 Christian Songs For 2012,no irony,no irony,2.1583659648895264,4236,71.87109375,0.1278964
The girls on #SororitySisters thought they'd get rich and famous but instead they be like...,no irony,irony,2.306169033050537,4236,71.88671875,0.262931
"Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?",no irony,irony,2.36184024810791,4237,72.546875,0.3079862
#TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,no irony,irony,2.1669294834136963,4237,72.5625,0.1212563
"season 6 episode 3 carries outfit, simple & chic 👌",no irony,no irony,2.2931461334228516,4239,72.35546875,0.2478673
Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,irony,irony,2.1965491771698,4239,72.36328125,0.1457563
"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",irony,irony,2.3009707927703857,4226,72.57421875,0.2748101
Stupid #doctors visits is gonna bury me!! Now that's #irony,irony,irony,2.167269229888916,4277,72.59375,0.1160226
"Love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",irony,irony,2.384474039077759,4263,72.61328125,0.3453623
Planning a vacation instead of studying.... My priorities are in line. #NOT,irony,irony,2.192598819732666,4255,72.61328125,0.1383726
Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,no irony,irony,2.302424430847168,4255,72.62109375,0.2510909
You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,irony,irony,2.2652053833007812,4255,71.51953125,0.2061962
@user No sugar during christmas time? :(,no irony,irony,2.161144733428955,4255,71.97265625,0.1297633
Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,irony,irony,2.345905303955078,4255,71.9765625,0.3010823
@user 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,irony,irony,2.23026442527771,4255,72.50390625,0.1929005
the ONLY time a crime becomes a federal crime @user @user @user @user @user @user,no irony,irony,2.1917150020599365,4255,72.52734375,0.1393555
this music is for the people and not for the money. peace and love. #KINGLIFE,no irony,irony,2.265979528427124,4255,72.53515625,0.2076771
Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,irony,irony,2.352198362350464,4249,71.6015625,0.3027372
How to Find a Life Coach (& the questions you need to ask before hiring one) via> @user,no irony,no irony,2.3086771965026855,4249,71.93359375,0.269021
I wonder what was the holiday rituals for true Africans,no irony,irony,2.350567579269409,4249,71.9375,0.2963351
Been at the ER now since 10... #yay #not,irony,irony,2.3212850093841553,4249,72.49609375,0.2810862
@user Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,no irony,irony,2.27132248878479,4249,72.5546875,0.2236242
"@user @user thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",no irony,irony,2.1858327388763428,4249,72.640625,0.1419219
Haley approves of her new hammock 🐭 #ratsofinstagram,no irony,irony,2.335009813308716,4249,71.6328125,0.2846435
"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",irony,irony,2.2733569145202637,4249,71.8515625,0.2252357
"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",no irony,irony,2.177380323410034,4249,71.875,0.1540505
Free Pets and Animals Books #freebiebookdownload #Pets,no irony,no irony,2.3014891147613525,4249,72.4375,0.2497279
@user There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,no irony,irony,2.2733635902404785,4249,72.48046875,0.2331298
Loooovvveeeeeee when my phone gets wiped -.- #not,irony,irony,2.1964848041534424,4249,72.5,0.1380791
Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,irony,irony,2.3398802280426025,4249,71.7109375,0.3022894
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,irony,irony,2.275996685028076,4249,71.71875,0.2341817
I just love being ignored😊|#not😒,irony,irony,2.1755001544952393,4249,71.76171875,0.1327194
"#Irony RT @user If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",irony,irony,2.3493409156799316,4249,71.77734375,0.3035691
Produce Mobile Apps #not,irony,irony,2.2689592838287354,4249,71.78125,0.2243012
Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,irony,irony,2.175232172012329,4249,71.5390625,0.1388189
"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",no irony,irony,2.3581905364990234,4249,71.56640625,0.2988585
Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,no irony,irony,2.2733561992645264,4249,71.81640625,0.230663
About as relevant as Michael Sam and Jason Collins. RT @user Major League Baseball umpire Dale Scott comes out as gay.,no irony,irony,2.1813366413116455,4249,71.8203125,0.1445604
Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,no irony,irony,2.353935480117798,4249,71.82421875,0.3137872
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,irony,irony,2.3003463745117188,4249,71.83984375,0.2534698
"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",no irony,irony,2.1887013912200928,4249,71.86328125,0.1417584
@user @user @user @user @user How many of those jobs earn #middleclass wages? #Economics #Math #Z,no irony,irony,2.3299484252929688,4249,71.90234375,0.2792436
I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,irony,irony,2.258200168609619,4249,72.0078125,0.2055178
Incredible insight on the @user #bornrisky campaign: #amputee #movement #equality #art #prosthetics,no irony,irony,2.195472002029419,4249,72.0390625,0.1424617
Love #hiphop mix tapes or have a mixtape to promote check out follow them on twitter #undergroundhiphop,no irony,irony,2.348907470703125,4249,72.5390625,0.2996067
"Extended cut ""NICHA"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",no irony,irony,2.27231502532959,4249,72.59375,0.2193574
@user Stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,no irony,irony,2.1838297843933105,4249,72.69921875,0.1466384
@user @user Sent it but too slow. I had already posted.,no irony,irony,2.3502285480499268,4249,72.69921875,0.3075488
#FEMALECONDOM #anally #vaginally #prevent STD's/HIV/pregnancy #latex #free #NOT #Restrictive/tight #women/gay men,no irony,error,2.421818733215332,4249,72.7734375,0.369256
Little cutie #Chico #Dog #Doggy #Puppy #Sweet #Cute #UK #Black #Biscuit #Not #Mine #Mini #Miss #My,no irony,irony,2.1930747032165527,4249,72.78515625,0.140944
@user Niagra Falls tho... Really? #irony #LOL,irony,irony,2.3454277515411377,4249,72.8203125,0.3146829
"If we win against Poland and Scotland, does that put us 65th in the world rankings. @user @user #Sarcasm",irony,irony,2.171309471130371,4249,72.8203125,0.1466791
#Myanmar #men #plead #not #guilty to #murder of #British #tourists. via @user,no irony,irony,2.233016014099121,4249,72.8359375,0.2150016
"Since the tribunal was established 14 years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not",irony,irony,2.263593912124634,4249,73.12890625,0.2095861
@user Garner protesters chant 'F*ck Fox News' despite Fox agreeing with them #EricGarner #Irony,irony,irony,2.2535932064056396,4249,71.828125,0.2030328
"@user After 1989, why did NATO need to expand?",no irony,irony,2.159318208694458,4249,72.3359375,0.1309413
The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for...,irony,irony,2.3587679862976074,4249,71.9609375,0.3145754
You are taking your responsibilities so seriously today that i... More for Leo,no irony,irony,2.2771451473236084,4249,72.09765625,0.2284807
@user @user @user @user @user we get it right for business the trickle down fairy will do the rest #NOT,irony,irony,2.1962456703186035,4249,72.46484375,0.146848
can you not understand that not EVERYTHING is about the President? @user @user @user @user,no irony,irony,2.3348984718322754,4249,71.77734375,0.2952962
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,irony,irony,2.270250082015991,4249,72.046875,0.2395168
"Well now the festive season has begun, let's take a moment to reflect on how much more royalties Slade and Wizard will get #sarcasm",irony,irony,2.193525791168213,4249,72.109375,0.1555088
"The last day of the year and I will be tweeting on my major highpoints of the year ...good, bad and ugly",no irony,irony,2.3281919956207275,4249,72.76171875,0.2944691
MB forgot to move the elf on shelf and now 10 is asking me if Christmas is real. 😥@NannyProbss,no irony,irony,2.279966115951538,4249,72.83203125,0.2378406
"@user happy new year, da! Thanks sobra for this year 👍👍",no irony,irony,2.181083917617798,4249,72.83984375,0.137246
WATCH: #Megatron from #Transformers Rant About Social Media #Irony,no irony,irony,2.351341962814331,4249,71.8984375,0.3244476
@user @user #not #working when are we able to download games we paid in good faith? #psn start working again?,no irony,irony,2.273120164871216,4249,72.3984375,0.2265159
I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,irony,irony,2.219146728515625,4249,72.453125,0.1541515
@user happy birthday Skip! We will always love you! #Phillies #legend,no irony,irony,2.312539577484131,4249,71.73828125,0.2767028
"or a trout, or northern pike|@brownbearmike1 @user @user @user @user",no irony,irony,2.269869327545166,4249,72.19921875,0.2349943
One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,no irony,irony,2.20530366897583,4249,72.04296875,0.1560358
"Watching Sanjay, @user ... Getting the start vs. Butler and liking what I see! #Minny",no irony,irony,2.3396260738372803,4249,72.125,0.2941532
There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳,irony,irony,2.2773704528808594,4249,72.14453125,0.2264698
The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,irony,irony,2.189263105392456,4249,72.75,0.147962
New shirt #new #shirt #im #sorry #its #just #i #literally #do #not #care #at #all,no irony,irony,2.334465980529785,4249,72.76953125,0.284715
@user @user @user It wasn't for one person. It was a business expense.,no irony,irony,2.2713451385498047,4249,72.83984375,0.2519583
HAHAHAHA!! Oops.......I'm addicted to @user Tweets sooo FUNNY! You Got to follow him for #HILARIOUS #SARCASM #tweets #RT.,no irony,irony,2.1961190700531006,4249,72.90625,0.1564902
@user @user @user absolutely loved it! Well done all involved!,no irony,no irony,2.305722951889038,4249,73.1171875,0.25498
"@user That was the case, not the recording.So comparing the two is apple & oranges.",no irony,irony,2.2680654525756836,4249,73.12109375,0.2235277
Wow...lol||Need cash in your hands today? Go to #not #wun #not #mca...,no irony,irony,2.1915829181671143,4249,73.12109375,0.1449558
At least I don't have to clean the floor,no irony,irony,2.3406503200531006,4249,71.78515625,0.3028325
Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony,irony,irony,2.266993761062622,4249,72.34375,0.2340479
@user Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm,irony,irony,2.195967197418213,4249,72.35546875,0.148585
#AskSuperwomanLIVE if you could swim in any liquid besides water what would you swim in?@IISuperwomanII |4,no irony,irony,2.3230745792388916,4249,73.046875,0.2853117
One of the most embarrassing losses @user Ever. #WTF,no irony,irony,2.248615026473999,4249,73.06640625,0.215886
@user untrue - its Cutler's fault,no irony,irony,2.1804616451263428,4249,73.06640625,0.1337877
#Malala Yousufzai receives #NobelPeacePrize and #Pakistan ranks in top 10 dangerous countries !!! #irony,irony,irony,2.3367202281951904,4249,72.48828125,0.2775918
#Not so Ugly Christmas Sweater red with red snowflakes & sequins cardigan 1X XL,no irony,irony,2.27022647857666,4249,72.7578125,0.2281632
Testing water temperatures #excitingtimes #Not,irony,irony,2.186825752258301,4249,72.7890625,0.1332936
Waking up with your cat attacking your hand is always delightful..... #not,irony,irony,2.299957036972046,4249,73.3125,0.2649556
"May not have hung out with you as much as some people, but every time we did it was a blast! You...",no irony,irony,2.28153133392334,4249,72.2578125,0.2333152
@user the #USA is #NOT a #Democracy. The #USA is a #Republic from of #Goverment! Do you #Know #what the #Pledge of #Allegiance say's?,no irony,irony,2.2140321731567383,4249,72.5546875,0.1647978
I blame my mom. Mother of the Year #sarcasm,irony,irony,2.310314416885376,4249,72.5625,0.2779622
Pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today. #irony,irony,irony,2.2665326595306396,4249,73.046875,0.2347075
"@user @user To be fair, you didn't use the mandatory #sarcasm hashtag :P",no irony,irony,2.193021535873413,4249,72.85546875,0.1446076
"'I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.'",no irony,irony,2.359823703765869,4249,72.859375,0.3141602
Girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag...,no irony,irony,2.2689666748046875,4249,72.8828125,0.2264954
"The Bay Area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #irony #stormageddon",irony,irony,2.201023578643799,4249,73.46875,0.1543291
@user I'm from the UK and I honestly think your a goddess! I love how you speak your mind but have a gentle side. #love #PattiKnows,no irony,irony,2.341729164123535,4249,73.4765625,0.2997245
Leaving whilst its dark is fun. #not,irony,irony,2.2571592330932617,4249,73.4765625,0.224923
@user please note #sarcasm in last tweet before you kill yourself ;) many good pros including @user can show you best usage,no irony,error,2.3837320804595947,4249,73.4765625,0.3329593
@user my mum to be back with us for Xmas 🎄,no irony,irony,2.162318468093872,4249,73.48046875,0.1195807
"@user Even though @user got more ex-wives than @user majors, I'm happy for that washed-up mess... #Not!! #Blocked",irony,irony,2.2539656162261963,4249,72.140625,0.207027
@user Ucan MAKE MONEY #TWEETING this info w/ new app||http://t.co/Q2WB7riAvK <-News ||https://t.co/cpJZkEgNe7,no irony,irony,2.194890022277832,4249,72.4453125,0.1542959
Take me tooooo church #not,no irony,irony,2.337095022201538,4249,72.44921875,0.2905553
"A 'republican move' which will 'effectively rob the royals'. Kate's spending 32k on1meal, who is being robbed? #irony",irony,irony,2.268232822418213,4249,72.953125,0.218904
#obama @user announce special urgent package for #Pakistan .. supported by @user to enhance their fight against obscurantists. #NOT,irony,irony,2.186485767364502,4249,72.5390625,0.1475289
@user Shirota Yu and... Inoue Yoshio? He was in Mozart! apparently.,no irony,irony,2.348595142364502,4249,72.66796875,0.3164343
"Looking for quality music check> @user hot record ""What About""",no irony,irony,2.297752857208252,4249,72.66796875,0.260334
"how is it possible that somebody so interesting is also so, so, so boring? #irony #what",irony,irony,2.1776814460754395,4263,73.22265625,0.1395273
"@user Not going this time, we might have a chance! Fool me once, shame on you, fool me twice..... #fuckthat",no irony,irony,2.3280622959136963,4349,73.53125,0.3057649
@user Minky Wale tail fritter for price of a bijoux flat in Port Talbot.,no irony,irony,2.22778058052063,4290,73.55859375,0.1890982
".@ibnlive is the first to cut to ads during primetime to proudly announce that they're ""putting journalism first"". #Irony #NLprimetime",irony,irony,2.228203535079956,4292,73.5859375,0.1751768
".@ChrisBrett2 @user @user @user I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",irony,error,2.533129930496216,4266,73.60546875,0.4910319
#hi #good #morning #instadaily #snapchat #selfie #comment # #sleep #do #not #wake #up @ Happy,no irony,irony,2.1468803882598877,4263,73.640625,0.1135948
I JUST WANT TO BE DONE WITH FINALS #4hoursleft,no irony,irony,2.269134521484375,4263,73.7421875,0.2215627
"1 bed flat #ToLet £550 pcm (£127 pw)|Humphrey Middlemore Drive, Harborne, #Birmingham B17|http://t.co/QHYcB5zKEv",no irony,no irony,2.166393756866455,4278,72.609375,0.1258672
So there used to be a crossfit place here.... #irony #pizzawins,irony,irony,2.3185086250305176,4294,73.10546875,0.2670092
When I start singing songs from Once More With Feeling to myself while at work... #Buffymusical #stuckinmyhead,no irony,irony,2.1282734870910645,4284,73.12890625,0.0959103
"I'm heading off, but need to say this! ""Just because I am concerned for my country, and it's people-Does #NOT make me a racist! #Terrorists",no irony,error,2.49861216545105,4290,73.60546875,0.4445841
Work hard in silence; let success make the noise.,no irony,irony,2.135978937149048,4291,73.89453125,0.1098915
@user @user now what has he said/done??,no irony,irony,2.3485636711120605,4292,73.921875,0.299163
Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm,irony,irony,2.20080828666687,4341,73.94140625,0.1585609
Spending the majority of my day in and out of the doctor has been awesome. #sarcasm,irony,irony,2.3571698665618896,4283,73.9453125,0.315541
@user - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,no irony,irony,2.3211312294006348,4273,73.95703125,0.2949392
@user #spnews #yxe I hope you weren't driving when you took that picture. #irony,irony,irony,2.1793782711029053,4289,73.56640625,0.1307799
My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow 🌁,no irony,irony,2.3495798110961914,4288,73.5859375,0.3055787
"@user Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",irony,irony,2.167515754699707,4279,73.83984375,0.1223659
"@user aha, but white girl drinks make me 'so so cray tipsy'",no irony,irony,2.2381396293640137,4280,73.86328125,0.1849398
This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol...,no irony,irony,2.1960110664367676,4277,73.8828125,0.1536165
Christmas alone😊 how nice #not,irony,irony,2.2804806232452393,4276,73.8828125,0.2277329
work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,irony,irony,2.1526241302490234,4276,73.8984375,0.1104799
@user Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,irony,irony,2.354459285736084,4276,72.82421875,0.3173411
"Access to housing is not a fundamental human right, according to Ontario courts: #onpoli #TOpoli #cdnpoli",no irony,irony,2.1801681518554688,4275,73.33203125,0.1493703
"@user Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened",irony,irony,2.23616623878479,4270,73.34765625,0.2080116
@user You want to see something Irish!!Of all the reasons to be closed 😂😂😂 #irony,irony,irony,2.340129852294922,4270,73.96484375,0.2847199
And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,no irony,irony,2.2825815677642822,4270,73.9765625,0.2368559
"Oh dear, some people don't get #irony 😳",no irony,irony,2.329350233078003,4270,73.98046875,0.2829156
Yay for Fire Alarms at 3AM #not,irony,irony,2.3216092586517334,4280,73.99609375,0.2698358
"I just drank a healthy, homemade, all fruit smoothie...in a @user beer glass. #irony",irony,irony,2.334596633911133,4283,74.0,0.3052078
Should I buy these? And become a full time hipster? Lol! #NOT.....,irony,irony,2.148481845855713,4282,73.125,0.1014016
Just paid $2.59 for gas! #ThanksObama #sarcasm,irony,irony,2.338655948638916,4317,72.77734375,0.2870831
You are most welcome! Loved the post :D @user,no irony,irony,2.143205404281616,4291,73.26953125,0.099126
Can't take my eyes off you|http://t.co/cKYk9vXewc via @user,no irony,irony,2.261784791946411,4282,72.94921875,0.2104044
I am so ready for Monday. 🙆 #sarcasm,irony,irony,2.401949882507324,4288,73.03515625,0.3573779
@user rollins was so pissed off haha,no irony,irony,2.1502368450164795,4287,73.04296875,0.1202013
@user I do love a chilled night in. Saves having a hangover to😂 thank you hun X,no irony,irony,2.352490186691284,4285,73.3046875,0.3082294
@user if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,irony,irony,2.167623281478882,4282,73.51171875,0.1178552
When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,irony,irony,2.2323098182678223,4289,73.5546875,0.1906675
Does this look properly #shaded?? I think #not :-(|#shading #techniques #cube #3d #view #learning #damn I #suck #Sob!,no irony,irony,2.4058432579040527,4278,73.5703125,0.3570791
Company profile FORGET ME NOT PET CEMETERY - #FORGET #ME #NOT #PET #CEMETERY,no irony,irony,2.3820505142211914,4268,73.59765625,0.3454289
@user guys!!! you've just smashed it!! #WhereDoBrokenHeartsGo #XFactorFinal,no irony,irony,2.157848358154297,4269,72.5390625,0.1219615
i wanna be at home already,no irony,irony,2.3500561714172363,4268,72.9921875,0.3015813
Just realized my last final is tomorrow. FAAAAA-,no irony,irony,2.171724796295166,4268,73.07421875,0.1244676
@user @user @user @user @user Christian Europe translated Islamic manuscripts #Irony,irony,irony,2.3810055255889893,4268,73.65234375,0.3403418
Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm,irony,irony,2.1802287101745605,4268,73.640625,0.135272
The fact that this time next week I'll be getting my wisdom teeth out 😖🙊 #chipmunk,no irony,irony,2.3762285709381104,4268,73.640625,0.3370989
@user Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,irony,irony,2.1727182865142822,4266,72.83203125,0.1345219
Two years later & gingerbread house making still makes me cry.,no irony,irony,2.374873161315918,4266,73.26953125,0.3352366
Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics,irony,irony,2.1867613792419434,4266,73.28125,0.1432215
@user @user @user |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,irony,irony,2.3756606578826904,4266,73.89453125,0.3283466
@user #sarcasm is a service I offer.,no irony,irony,2.1805145740509033,4266,73.91015625,0.127081
#PhatSexyAss #Picnic Picnic Porked Tiffany,no irony,error,2.557638645172119,4266,73.92578125,0.5067443
I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,irony,irony,2.1787917613983154,4266,72.8984375,0.1302623
Nice touch. All the bar staff in the ground wearing #saintsfc t shirts,no irony,irony,2.390547752380371,4266,73.0546875,0.3478132
@user trust me it will be out of form Scandinavian reef again to. @user do love @user I see😒🙈 #irony #FCBarcelona #mcfc,irony,irony,2.398709535598755,4266,73.203125,0.3550853
i literally love when someone throw me in at the deep end #irony #tough #life,irony,irony,2.167780876159668,4266,73.7109375,0.13525
"Agree with that... #we #are #not #mind #readers #haha||#Repost 9gag ⁰You may think we are, but we are...",no irony,irony,2.2449967861175537,4266,73.72265625,0.2079229
Day ninth December to have a pint at the boars head|#not really still in bed 😊,no irony,irony,2.1845619678497314,4266,73.72265625,0.1323802
Speed cameras in Whipton by village shops. & yes it Takes 5 police officers!! 🚔 #waste #of #money #does #not #take #five #individuals 😂🚨🚓,no irony,irony,2.371894121170044,4281,72.82421875,0.3212328
Picked an excellent day to get my hair done 😒 #sarcasm,irony,irony,2.1589579582214355,4291,73.33203125,0.1106837
@user his daughter is painting his toes! That is a parenting WIN in my book.,no irony,irony,2.3584487438201904,4314,73.33984375,0.3070603
Can't say no to that @user try now. Lets go @user we can do this #COYQ,no irony,irony,2.097187042236328,4318,73.83984375,0.0561629
"ABC Takes A Look At ""The Turkey Song"" by @user - Make It A Classic #Thanksgiving -",no irony,no irony,2.3421130180358887,4305,73.84765625,0.2910284
Waking up with a pounding headache is just what I need for this final #sarcasm,irony,irony,2.196953535079956,4298,73.8515625,0.1494272
Can always count on you to speak to me on here then delete the messages so It looks like I'm talking to myself. 😒 @user,no irony,irony,2.3336901664733887,4341,73.8515625,0.2963038
Stop by and pick up Alexandra's book with a coupon!,no irony,irony,2.153244972229004,4331,73.8515625,0.1163133
@user I swear we must be twins,no irony,irony,2.398387908935547,4317,72.75390625,0.3492849
Some days are just better than others..,no irony,irony,2.3061442375183105,4325,73.1484375,0.263832
"After getting a total of 4 hours of sleep in 2 days, I FINALLY got good sleep last night😁",no irony,irony,2.2756500244140625,4325,73.15234375,0.2342513
"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence",no irony,irony,2.160529613494873,4321,73.7890625,0.1345518
I didn't realize Boston Coach also operated in Chicago #irony #brands,irony,irony,2.3362061977386475,4335,73.7890625,0.2948851
"@user and that ""somebody"" thought you were Padoin sister LoL !!! #SarcasmFail",no irony,irony,2.289088487625122,4335,73.80078125,0.2466373
