text,label,prediction,response_time,vram_usage,ram_usage,total_time
@user #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil,no irony,irony,2.3164780139923096,5353,115.390625,0.2634492
@user Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer,no irony,no irony,2.3851001262664795,5353,115.390625,0.3326778
@user Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,irony,irony,2.2936339378356934,5353,115.390625,0.241224
Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,irony,irony,2.3931174278259277,5353,115.41015625,0.3565373
The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,irony,irony,2.2889137268066406,5353,115.45703125,0.2488722
Pretty excited about how you gave up on me. File Under: #sarcasm,irony,irony,2.4042632579803467,5353,115.5078125,0.3584146
Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,irony,irony,2.2752459049224854,5353,115.61328125,0.2320474
@user u know that. How u doing??,no irony,irony,2.4230403900146484,5353,115.61328125,0.3864902
@user hmm... let me think about that #sarcasm,irony,irony,2.2633776664733887,5353,115.6171875,0.2207119
"If you wanna look like a badass, have drama on social media #not",irony,irony,2.4312448501586914,5353,115.6171875,0.3918868
How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,irony,irony,2.2801332473754883,5353,115.6484375,0.2483709
"@user I think the general rule is, if it's open all night, pull an all-nighter.",no irony,no irony,2.4243524074554443,5353,115.65234375,0.3709045
Natalie Prass - Bird of Prey: via @user,no irony,no irony,2.2866933345794678,5353,115.65234375,0.2333945
Nooooooooooo again it's on!!! #PickANewSong #CantStandIt,no irony,irony,2.4045515060424805,5353,115.69140625,0.369685
"Being a hipster now is so mainstream. Oh, the irony. #hipster #irony",irony,irony,2.294023275375366,5353,115.69140625,0.237025
@user exactly and we are fighting like animals,no irony,irony,2.4073338508605957,5353,115.69140625,0.354222
#TeenAnalCasting #Top Top 50 Christian Songs For 2012,no irony,no irony,2.2814505100250244,5353,115.69140625,0.2318179
The girls on #SororitySisters thought they'd get rich and famous but instead they be like...,no irony,irony,2.259572744369507,5353,115.69140625,0.237802
"Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?",no irony,irony,2.416215658187866,5352,115.69140625,0.3777123
#TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,no irony,irony,2.2937445640563965,5351,115.69140625,0.2440023
"season 6 episode 3 carries outfit, simple & chic 👌",no irony,no irony,2.410423755645752,5347,115.69140625,0.3575814
Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,irony,irony,2.2888288497924805,5347,115.71875,0.2465023
"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",irony,irony,2.386202335357666,5347,115.71875,0.3382617
Stupid #doctors visits is gonna bury me!! Now that's #irony,irony,irony,2.4365952014923096,5347,115.71875,0.3790941
"Love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",irony,irony,2.300905466079712,5347,115.71875,0.2591351
Planning a vacation instead of studying.... My priorities are in line. #NOT,irony,irony,2.3789846897125244,5347,115.71875,0.3291572
Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,no irony,irony,2.262049913406372,5347,115.71875,0.2254967
You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,irony,irony,2.431516647338867,5347,115.71875,0.3832749
@user No sugar during christmas time? :(,no irony,irony,2.433229684829712,5347,115.7265625,0.391263
Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,irony,irony,2.277179479598999,5347,115.7265625,0.2287211
@user 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,irony,irony,2.425985097885132,5347,115.7265625,0.3730374
the ONLY time a crime becomes a federal crime @user @user @user @user @user @user,no irony,irony,2.2678213119506836,5347,115.7265625,0.2277655
this music is for the people and not for the money. peace and love. #KINGLIFE,no irony,no irony,2.4158647060394287,5347,115.73046875,0.3872077
Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,irony,irony,2.285616159439087,5347,115.73046875,0.2386394
How to Find a Life Coach (& the questions you need to ask before hiring one) via> @user,no irony,no irony,2.406416177749634,5347,115.73046875,0.3643817
I wonder what was the holiday rituals for true Africans,no irony,no irony,2.255871295928955,5347,115.73046875,0.2209917
Been at the ER now since 10... #yay #not,irony,irony,2.2675626277923584,5347,115.74609375,0.2359779
@user Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,no irony,irony,2.308549404144287,5347,115.74609375,0.2656016
"@user @user thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",no irony,no irony,2.3536970615386963,5347,115.74609375,0.3070502
Haley approves of her new hammock 🐭 #ratsofinstagram,no irony,irony,2.271547555923462,5347,115.75,0.2379457
"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",irony,irony,2.4036917686462402,5347,115.75,0.3582316
"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",no irony,no irony,2.4375767707824707,5347,115.734375,0.3988322
Free Pets and Animals Books #freebiebookdownload #Pets,no irony,no irony,2.257638931274414,5347,115.734375,0.2204068
@user There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,no irony,irony,2.3910071849823,5347,115.74609375,0.3567805
Loooovvveeeeeee when my phone gets wiped -.- #not,irony,irony,2.2621982097625732,5347,115.75390625,0.2243295
Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,irony,irony,2.277787446975708,5347,115.75390625,0.2362438
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,irony,irony,2.423705577850342,5349,115.75390625,0.3784108
I just love being ignored😊|#not😒,irony,irony,2.419126272201538,5371,115.75390625,0.3821346
"#Irony RT @user If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",irony,irony,2.3036231994628906,5354,115.7578125,0.2550595
Produce Mobile Apps #not,irony,no irony,2.423243761062622,5371,115.7578125,0.3904393
Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,irony,irony,2.3048548698425293,5422,115.7578125,0.2591636
"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",no irony,irony,2.412546396255493,5401,115.80859375,0.3722243
Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,no irony,irony,2.2199320793151855,5401,115.80859375,0.168245
About as relevant as Michael Sam and Jason Collins. RT @user Major League Baseball umpire Dale Scott comes out as gay.,no irony,irony,2.459123134613037,5394,115.80859375,0.4260118
Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,no irony,no irony,2.265838384628296,5386,115.80859375,0.2289473
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,irony,irony,2.294752836227417,5384,115.80859375,0.2532793
"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",no irony,irony,2.412731409072876,5380,115.80859375,0.3608166
@user @user @user @user @user How many of those jobs earn #middleclass wages? #Economics #Math #Z,no irony,no irony,2.274677276611328,5362,115.81640625,0.2376788
I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,irony,irony,2.3608829975128174,5408,115.81640625,0.3084661
Incredible insight on the @user #bornrisky campaign: #amputee #movement #equality #art #prosthetics,no irony,no irony,2.41789174079895,5393,115.8671875,0.378841
Love #hiphop mix tapes or have a mixtape to promote check out follow them on twitter #undergroundhiphop,no irony,no irony,2.142211675643921,5388,115.8671875,0.09001
"Extended cut ""NICHA"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",no irony,irony,2.1690192222595215,5385,115.8671875,0.1232519
@user Stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,no irony,no irony,2.3807694911956787,5385,115.8671875,0.3380589
@user @user Sent it but too slow. I had already posted.,no irony,irony,2.3646535873413086,5382,115.8671875,0.3266265
#FEMALECONDOM #anally #vaginally #prevent STD's/HIV/pregnancy #latex #free #NOT #Restrictive/tight #women/gay men,no irony,irony,2.3477256298065186,5343,115.8671875,0.2891745
Little cutie #Chico #Dog #Doggy #Puppy #Sweet #Cute #UK #Black #Biscuit #Not #Mine #Mini #Miss #My,no irony,error,2.3543941974639893,5347,115.8671875,0.309562
@user Niagra Falls tho... Really? #irony #LOL,irony,irony,2.290384292602539,5347,115.8671875,0.2422158
"If we win against Poland and Scotland, does that put us 65th in the world rankings. @user @user #Sarcasm",irony,irony,2.376445770263672,5343,115.8671875,0.3639917
#Myanmar #men #plead #not #guilty to #murder of #British #tourists. via @user,no irony,irony,2.4258358478546143,5343,115.8671875,0.3764083
"Since the tribunal was established 14 years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not",irony,irony,2.2845654487609863,5343,115.8671875,0.239355
@user Garner protesters chant 'F*ck Fox News' despite Fox agreeing with them #EricGarner #Irony,irony,irony,2.378329277038574,5347,115.8671875,0.3423865
"@user After 1989, why did NATO need to expand?",no irony,no irony,2.273707866668701,5347,115.8671875,0.2603431
The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for...,irony,irony,2.4141480922698975,5345,115.8671875,0.3626393
You are taking your responsibilities so seriously today that i... More for Leo,no irony,irony,2.423067569732666,5347,115.8984375,0.3762815
@user @user @user @user @user we get it right for business the trickle down fairy will do the rest #NOT,irony,irony,2.261470079421997,5345,115.8984375,0.239833
can you not understand that not EVERYTHING is about the President? @user @user @user @user,no irony,irony,2.424851417541504,5340,115.91015625,0.3855956
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,irony,irony,2.276549816131592,5344,115.91015625,0.2386481
"Well now the festive season has begun, let's take a moment to reflect on how much more royalties Slade and Wizard will get #sarcasm",irony,irony,2.3990156650543213,5344,115.91015625,0.3668949
"The last day of the year and I will be tweeting on my major highpoints of the year ...good, bad and ugly",no irony,irony,2.423290252685547,5344,115.91015625,0.3785064
MB forgot to move the elf on shelf and now 10 is asking me if Christmas is real. 😥@NannyProbss,no irony,irony,2.271160364151001,5344,115.9140625,0.2283197
"@user happy new year, da! Thanks sobra for this year 👍👍",no irony,no irony,2.422868013381958,5344,115.94140625,0.3686973
WATCH: #Megatron from #Transformers Rant About Social Media #Irony,no irony,irony,2.26471209526062,5344,115.94140625,0.2222388
@user @user #not #working when are we able to download games we paid in good faith? #psn start working again?,no irony,irony,2.274757146835327,5344,115.94140625,0.2370212
I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,irony,irony,2.3840456008911133,5344,115.94140625,0.3441633
@user happy birthday Skip! We will always love you! #Phillies #legend,no irony,no irony,2.2956979274749756,5381,115.94140625,0.2641312
"or a trout, or northern pike|@brownbearmike1 @user @user @user @user",no irony,irony,2.3748202323913574,5375,115.94140625,0.3293896
One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,no irony,irony,2.3251781463623047,5331,115.94140625,0.28306
"Watching Sanjay, @user ... Getting the start vs. Butler and liking what I see! #Minny",no irony,no irony,2.303152561187744,5327,115.94140625,0.251041
There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳,irony,irony,2.40946102142334,5327,115.94140625,0.3619935
The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,irony,irony,2.2788960933685303,5327,116.7734375,0.2423123
New shirt #new #shirt #im #sorry #its #just #i #literally #do #not #care #at #all,no irony,irony,2.381767988204956,5327,116.80859375,0.3368644
@user @user @user It wasn't for one person. It was a business expense.,no irony,no irony,2.285799741744995,5328,116.82421875,0.2508413
HAHAHAHA!! Oops.......I'm addicted to @user Tweets sooo FUNNY! You Got to follow him for #HILARIOUS #SARCASM #tweets #RT.,no irony,irony,2.4011642932891846,5359,116.82421875,0.3546508
@user @user @user absolutely loved it! Well done all involved!,no irony,no irony,2.2781243324279785,5346,116.83203125,0.2377724
"@user That was the case, not the recording.So comparing the two is apple & oranges.",no irony,irony,2.305964946746826,5404,116.83203125,0.2572808
Wow...lol||Need cash in your hands today? Go to #not #wun #not #mca...,no irony,irony,2.3699910640716553,5409,116.83203125,0.3323363
At least I don't have to clean the floor,no irony,no irony,2.2432079315185547,5387,116.83203125,0.2002502
Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony,irony,irony,2.372931718826294,5394,116.83203125,0.3428226
@user Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm,irony,irony,2.2878384590148926,5406,116.83203125,0.2403434
#AskSuperwomanLIVE if you could swim in any liquid besides water what would you swim in?@IISuperwomanII |4,no irony,irony,2.296025514602661,5406,116.83203125,0.2499946
One of the most embarrassing losses @user Ever. #WTF,no irony,irony,2.400480270385742,5400,116.83203125,0.3701632
@user untrue - its Cutler's fault,no irony,irony,2.2704014778137207,5389,116.83203125,0.2277686
#Malala Yousufzai receives #NobelPeacePrize and #Pakistan ranks in top 10 dangerous countries !!! #irony,irony,irony,2.430445909500122,5390,116.83203125,0.3716916
#Not so Ugly Christmas Sweater red with red snowflakes & sequins cardigan 1X XL,no irony,irony,2.3498685359954834,5456,116.83203125,0.3106568
Testing water temperatures #excitingtimes #Not,irony,irony,2.2860567569732666,5456,116.83203125,0.2448359
Waking up with your cat attacking your hand is always delightful..... #not,irony,irony,2.3495960235595703,5454,116.83203125,0.2917964
"May not have hung out with you as much as some people, but every time we did it was a blast! You...",no irony,irony,2.286821126937866,5454,116.83203125,0.24308
@user the #USA is #NOT a #Democracy. The #USA is a #Republic from of #Goverment! Do you #Know #what the #Pledge of #Allegiance say's?,no irony,irony,2.390723466873169,5454,116.83203125,0.335646
I blame my mom. Mother of the Year #sarcasm,irony,irony,2.415088176727295,5413,116.83203125,0.3651086
Pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today. #irony,irony,irony,2.3410263061523438,5414,116.83203125,0.2936867
"@user @user To be fair, you didn't use the mandatory #sarcasm hashtag :P",no irony,irony,2.2991855144500732,5414,116.83203125,0.2460291
"'I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.'",no irony,irony,2.41302752494812,5413,116.83203125,0.3713929
Girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag...,no irony,irony,2.433710813522339,5413,116.83203125,0.3837556
"The Bay Area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #irony #stormageddon",irony,irony,2.2877426147460938,5413,116.83203125,0.2477788
@user I'm from the UK and I honestly think your a goddess! I love how you speak your mind but have a gentle side. #love #PattiKnows,no irony,irony,2.403294324874878,5413,116.83203125,0.3576164
Leaving whilst its dark is fun. #not,irony,irony,2.2761173248291016,5413,116.83203125,0.2325717
@user please note #sarcasm in last tweet before you kill yourself ;) many good pros including @user can show you best usage,no irony,irony,2.415940284729004,5413,116.83203125,0.3614221
@user my mum to be back with us for Xmas 🎄,no irony,no irony,2.433469295501709,5413,116.83984375,0.3812218
"@user Even though @user got more ex-wives than @user majors, I'm happy for that washed-up mess... #Not!! #Blocked",irony,irony,2.2692854404449463,5413,116.84765625,0.2274801
@user Ucan MAKE MONEY #TWEETING this info w/ new app||http://t.co/Q2WB7riAvK <-News ||https://t.co/cpJZkEgNe7,no irony,no irony,2.4247961044311523,5413,116.84765625,0.3797126
Take me tooooo church #not,no irony,irony,2.2672905921936035,5413,116.828125,0.2309622
"A 'republican move' which will 'effectively rob the royals'. Kate's spending 32k on1meal, who is being robbed? #irony",irony,irony,2.403932571411133,5413,116.828125,0.3620806
#obama @user announce special urgent package for #Pakistan .. supported by @user to enhance their fight against obscurantists. #NOT,irony,irony,2.430790424346924,5413,116.828125,0.3859585
@user Shirota Yu and... Inoue Yoshio? He was in Mozart! apparently.,no irony,irony,2.2749547958374023,5413,116.828125,0.2375193
"Looking for quality music check> @user hot record ""What About""",no irony,no irony,2.413081407546997,5413,116.828125,0.373483
"how is it possible that somebody so interesting is also so, so, so boring? #irony #what",irony,irony,2.283024787902832,5413,116.828125,0.2499657
"@user Not going this time, we might have a chance! Fool me once, shame on you, fool me twice..... #fuckthat",no irony,irony,2.4142844676971436,5413,116.828125,0.3648569
@user Minky Wale tail fritter for price of a bijoux flat in Port Talbot.,no irony,irony,2.422606945037842,5413,116.828125,0.3915281
".@ibnlive is the first to cut to ads during primetime to proudly announce that they're ""putting journalism first"". #Irony #NLprimetime",irony,irony,2.265178918838501,5413,116.828125,0.2297039
".@ChrisBrett2 @user @user @user I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",irony,irony,2.3865818977355957,5413,116.828125,0.3538062
#hi #good #morning #instadaily #snapchat #selfie #comment # #sleep #do #not #wake #up @ Happy,no irony,no irony,2.288753032684326,5413,116.828125,0.2497545
I JUST WANT TO BE DONE WITH FINALS #4hoursleft,no irony,irony,2.393418073654175,5413,116.828125,0.3492624
"1 bed flat #ToLet £550 pcm (£127 pw)|Humphrey Middlemore Drive, Harborne, #Birmingham B17|http://t.co/QHYcB5zKEv",no irony,no irony,2.4470720291137695,5413,116.83203125,0.400136
So there used to be a crossfit place here.... #irony #pizzawins,irony,irony,2.2877390384674072,5413,116.83203125,0.2358328
When I start singing songs from Once More With Feeling to myself while at work... #Buffymusical #stuckinmyhead,no irony,irony,2.4443440437316895,5423,116.83203125,0.3917633
"I'm heading off, but need to say this! ""Just because I am concerned for my country, and it's people-Does #NOT make me a racist! #Terrorists",no irony,irony,2.2850797176361084,5424,116.83203125,0.243748
Work hard in silence; let success make the noise.,no irony,no irony,2.4368741512298584,5421,116.83203125,0.3895909
@user @user now what has he said/done??,no irony,irony,2.2672274112701416,5417,116.83203125,0.2201143
Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm,irony,irony,2.430286169052124,5418,116.83203125,0.3905726
Spending the majority of my day in and out of the doctor has been awesome. #sarcasm,irony,irony,2.334573745727539,5458,116.83203125,0.2892769
@user - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,no irony,irony,2.3955209255218506,5436,116.83203125,0.3456193
@user #spnews #yxe I hope you weren't driving when you took that picture. #irony,irony,irony,2.2012994289398193,5451,117.109375,0.1611799
My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow 🌁,no irony,no irony,2.3065881729125977,5451,117.109375,0.2616974
"@user Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",irony,irony,2.3880012035369873,5430,117.11328125,0.3452643
"@user aha, but white girl drinks make me 'so so cray tipsy'",no irony,irony,2.287700891494751,5430,117.11328125,0.2361146
This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol...,no irony,irony,2.4097392559051514,5430,117.11328125,0.3594876
Christmas alone😊 how nice #not,irony,irony,2.4273793697357178,5430,117.11328125,0.3773695
work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,irony,irony,2.2891435623168945,5430,117.11328125,0.239128
@user Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,irony,irony,2.3983633518218994,5430,117.11328125,0.360084
"Access to housing is not a fundamental human right, according to Ontario courts: #onpoli #TOpoli #cdnpoli",no irony,no irony,2.3023993968963623,5430,117.11328125,0.2588602
"@user Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened",irony,irony,2.38130521774292,5445,117.11328125,0.3366534
@user You want to see something Irish!!Of all the reasons to be closed 😂😂😂 #irony,irony,irony,2.4148597717285156,5459,117.11328125,0.3692426
And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,no irony,no irony,2.2293927669525146,5441,117.11328125,0.1775931
"Oh dear, some people don't get #irony 😳",no irony,irony,2.4592435359954834,5426,117.11328125,0.414957
Yay for Fire Alarms at 3AM #not,irony,irony,2.3659963607788086,5418,117.11328125,0.3354835
"I just drank a healthy, homemade, all fruit smoothie...in a @user beer glass. #irony",irony,irony,2.3054959774017334,5415,117.11328125,0.2716209
Should I buy these? And become a full time hipster? Lol! #NOT.....,irony,irony,2.3775928020477295,5394,117.11328125,0.324984
Just paid $2.59 for gas! #ThanksObama #sarcasm,irony,irony,2.3040239810943604,5396,117.11328125,0.257467
You are most welcome! Loved the post :D @user,no irony,irony,2.357267141342163,5395,117.11328125,0.3128905
Can't take my eyes off you|http://t.co/cKYk9vXewc via @user,no irony,irony,2.2801475524902344,5384,117.11328125,0.2460804
I am so ready for Monday. 🙆 #sarcasm,irony,irony,2.395637273788452,5384,117.11328125,0.3490854
@user rollins was so pissed off haha,no irony,irony,2.4151904582977295,5396,117.11328125,0.3714632
@user I do love a chilled night in. Saves having a hangover to😂 thank you hun X,no irony,irony,2.248466968536377,5396,117.11328125,0.2181408
@user if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,irony,irony,2.410282850265503,5387,117.11328125,0.3656818
When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,irony,irony,2.2849693298339844,5396,117.27734375,0.247381
Does this look properly #shaded?? I think #not :-(|#shading #techniques #cube #3d #view #learning #damn I #suck #Sob!,no irony,irony,2.3941588401794434,5394,117.27734375,0.3444767
Company profile FORGET ME NOT PET CEMETERY - #FORGET #ME #NOT #PET #CEMETERY,no irony,no irony,2.4343199729919434,5396,117.27734375,0.3930219
@user guys!!! you've just smashed it!! #WhereDoBrokenHeartsGo #XFactorFinal,no irony,irony,2.2847397327423096,5394,117.27734375,0.2396403
i wanna be at home already,no irony,no irony,2.41646146774292,5447,117.27734375,0.3767224
Just realized my last final is tomorrow. FAAAAA-,no irony,irony,2.362065553665161,5408,117.27734375,0.3205885
@user @user @user @user @user Christian Europe translated Islamic manuscripts #Irony,irony,irony,2.4870378971099854,5462,117.2734375,0.4338524
Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm,irony,irony,2.3841476440429688,5434,117.2734375,0.3303747
The fact that this time next week I'll be getting my wisdom teeth out 😖🙊 #chipmunk,no irony,irony,2.3730056285858154,5468,117.2734375,0.3381539
@user Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,irony,irony,2.4115684032440186,5441,117.2734375,0.3732605
Two years later & gingerbread house making still makes me cry.,no irony,irony,2.314751386642456,5437,117.2734375,0.2736933
Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics,irony,irony,2.342177152633667,5429,117.2734375,0.3031909
@user @user @user |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,irony,irony,2.444007158279419,5426,117.2734375,0.3914554
@user #sarcasm is a service I offer.,no irony,irony,2.2801730632781982,5416,117.2734375,0.2339871
#PhatSexyAss #Picnic Picnic Porked Tiffany,no irony,irony,2.4153478145599365,5428,117.2734375,0.3629346
I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,irony,irony,2.2937183380126953,5424,117.2734375,0.2516727
Nice touch. All the bar staff in the ground wearing #saintsfc t shirts,no irony,no irony,2.393928289413452,5428,117.2734375,0.3630457
@user trust me it will be out of form Scandinavian reef again to. @user do love @user I see😒🙈 #irony #FCBarcelona #mcfc,irony,irony,2.2682220935821533,5417,117.2734375,0.2204451
i literally love when someone throw me in at the deep end #irony #tough #life,irony,irony,2.3983137607574463,5417,117.2734375,0.3520457
"Agree with that... #we #are #not #mind #readers #haha||#Repost 9gag ⁰You may think we are, but we are...",no irony,irony,2.4320991039276123,5428,117.2734375,0.3955035
Day ninth December to have a pint at the boars head|#not really still in bed 😊,no irony,irony,2.260850667953491,5428,117.2734375,0.2118398
Speed cameras in Whipton by village shops. & yes it Takes 5 police officers!! 🚔 #waste #of #money #does #not #take #five #individuals 😂🚨🚓,no irony,irony,2.4401676654815674,5426,117.2734375,0.3886162
Picked an excellent day to get my hair done 😒 #sarcasm,irony,irony,2.2795889377593994,5426,117.2734375,0.2366545
@user his daughter is painting his toes! That is a parenting WIN in my book.,no irony,irony,2.3953206539154053,5425,117.2734375,0.3542306
Can't say no to that @user try now. Lets go @user we can do this #COYQ,no irony,irony,2.2960147857666016,5424,117.2734375,0.2490731
"ABC Takes A Look At ""The Turkey Song"" by @user - Make It A Classic #Thanksgiving -",no irony,no irony,2.386820077896118,5424,117.2734375,0.3403944
Waking up with a pounding headache is just what I need for this final #sarcasm,irony,irony,2.262770175933838,5423,117.27734375,0.2239234
Can always count on you to speak to me on here then delete the messages so It looks like I'm talking to myself. 😒 @user,no irony,irony,2.3866021633148193,5423,117.27734375,0.3415218
Stop by and pick up Alexandra's book with a coupon!,no irony,no irony,2.2924606800079346,5424,117.27734375,0.2586726
@user I swear we must be twins,no irony,irony,2.361621141433716,5423,117.27734375,0.3120894
Some days are just better than others..,no irony,no irony,2.4209141731262207,5424,117.27734375,0.3749678
"After getting a total of 4 hours of sleep in 2 days, I FINALLY got good sleep last night😁",no irony,irony,2.2755236625671387,5415,117.27734375,0.2308548
"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence",no irony,no irony,2.421868324279785,5415,117.27734375,0.3845468
I didn't realize Boston Coach also operated in Chicago #irony #brands,irony,irony,2.3118515014648438,5423,117.27734375,0.2639684
