text,label,prediction,response_time,vram_usage,ram_usage,total_time
i can honestly say that after each sistahs chat i feel invigorated and blessed,joy,joy,2.3076894283294678,5397,116.921875,0.2779198
i still feel stupid to be in that class this is all cause off pbss fault,sadness,anger,2.297386646270752,5397,116.921875,0.265522
i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling,surprise,surprise,2.3750898838043213,5397,116.921875,0.3172001
i admit im feeling a little bit unloved at this point,sadness,sadness,2.3380544185638428,5397,116.921875,0.3070172
i feel a bit stressed even though all the things i have going on are fun,anger,sadness,2.337737798690796,5397,116.921875,0.2870282
im feeling pretty anxious,fear,fear,2.320460319519043,5405,117.0,0.2669269
i feel shocked and sad at the fact that there are so many sick people,surprise,sadness,2.3515944480895996,5420,117.0,0.307729
i think they have always been proponents of the idea and it is just slightly possible that his feelings for a particularly charming new england girl have brought him around to their way of thinking,joy,love,2.274362802505493,5420,117.0,0.2306469
i feel like a naughty school girl because i am falling behind,love,sadness,2.355579376220703,5434,117.0,0.3180201
i am right handed however i play billiards left handed naturally so me trying to play right handed feels weird,surprise,surprise,2.323657751083374,5442,117.0,0.2689298
i can feel that they are kind friendly and can understand my feelings,joy,joy,2.322201728820801,5443,117.0,0.2681382
i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land,love,sadness,2.333144187927246,5443,117.0,0.2906424
i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems,anger,anger,2.3065876960754395,5426,117.0,0.2590265
i feel transcendant and splendid,joy,joy,2.338834762573242,5438,117.00390625,0.3055501
i finally arrived home a couple of hours later feeling somewhat exhausted dehydrated and even sun burnt,sadness,sadness,2.341343641281128,5440,117.00390625,0.288908
i am feeling totally relaxed and comfy,joy,joy,2.3087027072906494,5439,117.00390625,0.2718561
i want each of you to feel my gentle embrace,love,love,2.3294765949249268,5424,117.00390625,0.2800363
i feel privileged in my world,joy,joy,2.3393869400024414,5444,117.00390625,0.298522
i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage,anger,anger,2.3139495849609375,5417,117.00390625,0.2869013
i realized my mistake and i m really feeling terrible and thinking that i shouldn t do that,sadness,sadness,2.3315131664276123,5463,117.00390625,0.297322
i suppose i feel too trusting sometimes,joy,sadness,2.319786548614502,5437,117.00390625,0.2754553
i came home waiting for the shower read something which made me upset thats why i feel discontent haha,sadness,anger,2.316082239151001,5436,117.00390625,0.2756067
i woke up feeling crappy tired and fighting this feeling all day maybe it is all the pollen the barometric pressure i dont know i know i was off kilter,sadness,sadness,2.3425726890563965,5433,117.00390625,0.3093733
i feel like i am in paradise kissing those sweet lips make me feel like i dive into a magical world of love,joy,love,2.321467638015747,5433,117.00390625,0.2778693
i am feeling so happy,joy,joy,2.3222851753234863,5433,117.00390625,0.2811474
i am running at an approximate minute pace which i feel is quite acceptable,joy,error,2.3234353065490723,5433,117.00390625,0.2948541
i feel so disappointed when my ex girlfriend doesn t call me back,sadness,sadness,2.3642330169677734,5438,117.00390625,0.3237336
i have a feeling that people are using it more than they need to and enjoying the feeling as it flies carefree off the tongue but that is alright with me,joy,joy,2.3113903999328613,5438,117.00390625,0.2818561
i am feeling uncertain of the merits of posting to this blog with the frequency or earnestness i had been over the previous year,fear,sadness,2.351963758468628,5438,117.0078125,0.297706
i just plain feel envious of the self confidence they had,anger,anger,2.299931526184082,5438,117.0078125,0.2608691
i was feeling weird the other day and it went away about minutes after i took my metformin,fear,sadness,2.3631298542022705,5438,117.0078125,0.3335948
when a friend dropped a frog down my neck,anger,surprise,2.3405940532684326,5439,117.0078125,0.2950219
im feeling angry at someone i do something thoughtful for her and my feelings toward her soften,anger,anger,2.2993648052215576,5439,117.0078125,0.2619746
i love neglecting this blog but sometimes i feel for my faithful readers,love,love,2.365870714187622,5444,117.0078125,0.3145437
i lay in bed feeling as though i were awaiting an unwelcome visitor nevertheless i told myself i was strong and thought of good things until i felt better,sadness,sadness,2.326993227005005,5439,117.0078125,0.2802534
i feel my heart is tortured by what i have done,anger,sadness,2.3305301666259766,5442,117.0078125,0.279641
i was still feeling weepy and strung out so maggie treated me to ice cream and a movie a href http www,sadness,sadness,2.3330297470092773,5445,117.0078125,0.2928756
i feel needy but comfortable with it i feel vulnerable but secure i feel the urge to cum hard but i get no relief,sadness,anger,2.335646390914917,5443,117.0078125,0.2942108
i journaled about my tendency to sometimes overcommit myself which can make me feel exhausted and overwhelmed,sadness,sadness,2.3528923988342285,5432,117.0078125,0.2957076
i started out feeling discouraged this morning,sadness,sadness,2.290071725845337,5435,117.0078125,0.2387253
i feel agitated with myself that i did not foresee her frustrations earlier leading to the ending of our relationship,fear,anger,2.299990653991699,5436,117.0078125,0.2638855
i grab it from the air its smooth frame feels cold to the touch,anger,sadness,2.365168333053589,5439,117.01171875,0.3199381
i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,anger,anger,2.299400568008423,5443,117.015625,0.2509287
i hate that i m sitting here at the hostel writing this and feeling so perfectly fine and than i get home and it s me and my problems and a wall,joy,anger,2.3470330238342285,5443,117.01953125,0.3047282
i do exercise i feel energetic and i am able to perform my other tasks in a very good manner,joy,joy,2.333993673324585,5428,117.01953125,0.3009605
i looked at mabel this morning i named my left breast mabel my right one is hazel and i feel this weird mixture of anger and loss valerie wrote less than a month after her diagnosis,fear,anger,2.3094005584716797,5442,117.01953125,0.2607662
im feeling pretty disheartened by the whole thing,sadness,sadness,2.331113576889038,5442,117.04296875,0.3169751
i feel that an input from me will be valued as being less potent than say that of irfan pathan,joy,anger,2.3030097484588623,5441,117.04296875,0.2605701
i feel is he generous,love,sadness,2.37037992477417,5441,117.04296875,0.3496365
i even feel a little shaky,fear,fear,2.147160053253174,5444,117.046875,0.128309
i am feeling better though i dont sound it,joy,sadness,2.295583486557007,5445,117.046875,0.2548889
i always feel troubled when we re on the road touring living in a van or more recently in the circus buses no place to hang my hat as the song lyric has it,sadness,sadness,2.252795934677124,5454,117.046875,0.1941245
i feel our world then was a much more innocent place,joy,sadness,2.375535726547241,5456,117.046875,0.3364755
i feel thoroughly virtuous even if the daily trip to the compost bin isn t the most pleasant experience,joy,sadness,2.2602415084838867,5446,117.046875,0.2101787
im not feeling anything suspicious really,fear,error,2.4028964042663574,5445,117.046875,0.3515376
i was feeling a little sentimental today,sadness,sadness,2.270106792449951,5446,117.046875,0.2128295
i feel like i know who most of them are by now and am starting to develop my likes and dislikes though i have not been keen on the snap evictions they have seemed pretty pointless the first one to go returned and the two webmates made absolutely zero impact on me so they won t be missed,joy,sadness,2.375190019607544,5446,117.046875,0.3289516
i feel less whiney since the sun came out here in the sf area,sadness,joy,2.205617666244507,5402,117.046875,0.1820026
made a wonderfull new friend,joy,joy,2.440526008605957,5423,117.046875,0.3937816
i feel almost embarrassed to mention the single redshank and common sandpiper but there again who would not want to mention the lone wood sandpiper present at the waters edge,sadness,sadness,2.2864439487457275,5409,117.046875,0.240385
i know its easy to feel a little envious of me and i cant tell you that you shouldnt,anger,sadness,2.401139974594116,5424,117.046875,0.3641979
i would feel awful if she was here this whole time,sadness,sadness,2.206192970275879,5424,117.046875,0.1671
i feel very mislead by someone that i really really thought i knew and liked very much so,love,sadness,2.444563865661621,5421,117.046875,0.4062176
i feel like we are doomed us humans,sadness,sadness,2.2106151580810547,5422,117.046875,0.1687088
i am going to have to check on in just a few minutes but there is this clock up above the screen that keeps ticking down the minutes i have left so am feeling a bit frantic,fear,fear,2.417943239212036,5422,117.046875,0.371945
i got the sleep but if i could choose not to be woken up by an alarm i d definitely take that over anything it makes me feel so groggy,sadness,sadness,2.2251029014587402,5421,117.046875,0.1832995
ive been boring for few weeks and feeling a bit gloomy cause of the rainy days,sadness,sadness,2.272885799407959,5421,117.046875,0.2290017
i feel that this information is vital to moving on with your day and you re not complete until you read it,joy,joy,2.193195104598999,5421,117.046875,0.1514221
im feeling generous today heres one more you may have already seen but is good for a chuckle,love,joy,2.2237045764923096,5421,117.046875,0.1811739
i will feel awkward about just calling up one of these people out of the blue to hang out or rather to be familiar with them on a deeper level they are not my kith and kin,sadness,sadness,2.3693809509277344,5429,117.046875,0.3314129
i don t like the feeling i get when someone is even a little bit offended by some offhand remark i ve made,anger,sadness,2.2357425689697266,5429,117.046875,0.1811519
i get it crumble but thanks for feeling the need to tell me that im the one who is fucked up,anger,anger,2.3705995082855225,5435,117.046875,0.3221063
i am controlling the growth of this business and every time i post work for a client i feel even more determined to make it a full time business one day,joy,joy,2.3225507736206055,5443,117.046875,0.2862383
i was pregnant with dean i spent the rest of my pregnancy feeling terrified about having another baby,fear,fear,2.322901487350464,5449,117.05078125,0.2931574
i actually feel agitated which led to a terrible day yesterday in which i was unable to concentrate on anything and basically piddled the day away,anger,anger,2.341346025466919,5439,117.05078125,0.3004676
i have an ed i will tell you that i know i shouldn t feel shamed of eating a protein bar for breakfast and the fact that i ate one isn t what makes me shameful it s the fact i didn t make it is what made me hang my head and tuck tail,sadness,sadness,2.3456742763519287,5429,117.05078125,0.3047033
i feel radiant bright accomplished and happy,joy,joy,2.306619644165039,5429,117.05078125,0.2776707
i feel refrigerator magnets that were so popular a few years ago,joy,sadness,2.3281617164611816,5442,117.05078125,0.3073732
i am feeling very touch deprived with all that has been happening,sadness,sadness,2.319422721862793,5446,117.05078125,0.2761331
i am feeling apprehensive about it but also wildly excited,fear,error,2.3144705295562744,5446,117.05078125,0.2802839
i was feeling pretty relaxed by the time i boarded the very new looking airbus and headed into the hazy sky en route to honolulu,joy,joy,2.3347291946411133,5435,117.05078125,0.292571
i am a quiet person but what i have to say i feel is important,joy,sadness,2.345813035964966,5435,117.05078125,0.3192129
i think i started to feel a little homesick,sadness,sadness,2.334951877593994,5440,117.05078125,0.2850051
i am feeling eager to start doing some work the man who works there literally says so uhm you guys want to go in back and see if we can find anything to do,joy,joy,2.322816848754883,5440,117.05078125,0.2866899
i feel uncomfortable since i have a smaller rib cage and a bigger chest either i am spilling over the top of the tank or the elastic band support is too tight or too loose,fear,fear,2.3251535892486572,5436,117.05078125,0.2933724
im feeling reluctant to exit my freshly cleaned apartment which i stayed up cleaning late last night,fear,sadness,2.3414509296417236,5434,117.05078125,0.3062425
i feel that i need to know that i can depend on myself before i put myself in the position of supporting someone else and being supported by someone else,love,sadness,2.335381507873535,5433,117.0546875,0.3072576
im feeling rather angsty and listless,sadness,anger,2.341050624847412,5438,117.0546875,0.2911498
i try my best to love on them shed some light but i feel deeply compassionate with their problems and hurt even if its someone in the media,love,sadness,2.340883255004883,5416,117.05859375,0.295996
i was so uncomfortable and feeling weird feelings but wasn t sure if they were contractions since i never really felt contractions with jared until they jacked me up with pitocin,surprise,fear,2.2749674320220947,5417,117.046875,0.2283109
i feel gloomy and tired,sadness,sadness,2.342895984649658,5417,117.046875,0.3112119
i really like this person feel that the question was really asked out of a sincere place of love and concern about how to move forward in light of what the sexuality study recently a href http www,joy,love,2.193859100341797,5433,117.046875,0.1605229
i would force myself to eat my normal routine clean meals a day but then i just started feeling so awful,sadness,sadness,2.274449348449707,5433,117.046875,0.2317984
i feel rather privileged to have witnessed the great man in action it really was impossible for a novice like me to work out just which one of the four identical looking riders was he,joy,surprise,2.203014612197876,5416,117.046875,0.1570533
i feel like im at the spa getting a wonderful facial when i use them,joy,joy,2.433328151702881,5416,117.046875,0.3895382
i feel petty all of a sudden,anger,sadness,2.217374801635742,5415,117.046875,0.1696431
i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,sadness,sadness,2.4560248851776123,5415,117.046875,0.4080654
i feel slightly disgusted as well,anger,error,2.211904287338257,5415,117.046875,0.1710074
i was quite surprised with the weather these past few days but im so thankful for that since i still can wear my shorts out without feeling that cold yes no kidding,anger,surprise,2.431337833404541,5415,117.046875,0.3899171
i feel slightly relaxed being a,joy,joy,2.1757254600524902,5415,117.046875,0.1367347
i feel shy to admit that i was struggling to haul a single computer up,fear,sadness,2.3046875,5415,117.046875,0.2620332
i just went about my script of would you like mustard or sauce with that and started to feel really startled,fear,surprise,2.1981239318847656,5415,117.046875,0.1586632
i enjoy my colleagues i m not feeling very sociable today,joy,joy,2.22141695022583,5413,117.046875,0.1862977
im feeling and if ive liked being pregnant,love,sadness,2.3715250492095947,5413,117.046875,0.3217176
i then feel your tender touch as you enfold me with his love,love,love,2.1649584770202637,5413,117.046875,0.1234946
i lost a few people which i hate because i have a really hard time letting go of people to whom i feel loyal,love,sadness,2.304495334625244,5416,117.046875,0.2611989
i have had no interest at all to make any effort to meet men and when the chance arrises i then feel burdened with negative thoughts of he ll just be another idiot only after one thing,sadness,anger,2.2152364253997803,5416,117.046875,0.1643428
i feel i m being nutritionally supportive of it as well,love,error,2.4144058227539062,5413,117.046875,0.3754134
i feel impatient i just post a blog entry and i feel ive gotten some words written and out into the world,anger,anger,2.156782865524292,5450,117.046875,0.1160833
i am trying my hardest so i can get to a place where i can join you and finally feel like i have something worthwhile to say,joy,sadness,2.29958176612854,5451,117.046875,0.2559395
i have to admit i feel amused when i see the pti jamiat and a whole lot of others in the media try to avoid the suggestion that they are actually protesting the use of sharia in the case of raymond davis s release,joy,anger,2.214334726333618,5436,117.046875,0.1725338
i feel embarrassed that it got so bad,sadness,sadness,2.443370819091797,5441,117.046875,0.3907111
im feeling really bitter about this one,anger,anger,2.1420984268188477,5454,117.046875,0.1044256
i feel brave today heading to amman and beirut by way of istanbul or i feel brave today a href http jessicadickinsongoodman,joy,anger,2.2860169410705566,5454,117.046875,0.2440072
i had a fab christmas and an amazing new year with my family and friends and against all odds i feel very optimistic about,joy,joy,2.318485736846924,5428,117.046875,0.280514
i feel like a loser everyone says they lost but i dont i know exactly where i am i just hate being here oh,sadness,sadness,2.360076427459717,5447,117.046875,0.3190248
i feel defeated but others i feel refreshed,sadness,sadness,2.2030649185180664,5434,117.046875,0.1477544
i was feeling particularly vulnerable in a specific area so i began to talking to my friends and interestingly enough there was an incredible understanding of my struggle,fear,love,2.404031753540039,5438,117.046875,0.3668908
i go onto the officer down memorial page and reflect on my feelings about that wonderful officer which seems to make me feel a little better,joy,sadness,2.349159002304077,5434,117.046875,0.3116946
im with a group of people i still feel isolated and on the outside looking in,sadness,sadness,2.321937084197998,5436,117.046875,0.274663
i feel blessed to know this family,love,joy,2.318502187728882,5431,117.046875,0.2709602
i feel terrified because my landlord has not changed our locks yet,fear,fear,2.3380331993103027,5435,117.046875,0.3031246
i am loosing out but i feel like i have have so much to share with many and if anything that is not unfortunate if anything it makes me grateful,sadness,error,2.1434171199798584,5437,117.046875,0.0995992
i don t like eating meals that feel too virtuous,joy,anger,2.30312180519104,5427,117.046875,0.2772721
i left feeling pretty thrilled for the opportunity to at least throw my name in the hat,joy,joy,2.201443672180176,5430,117.046875,0.157637
i feel kinda weird when andrea tries to talk to me about chris,fear,sadness,2.286296844482422,5431,117.046875,0.2446652
i loved about ellie is that she didnt feel insulted by all the rude douche baggy things lothaire said to her because according to ellie insults only hurt when they come from somebody you respect damn straight,anger,joy,2.2220706939697266,5435,117.046875,0.1864294
i feel was pretty triumphant,joy,joy,2.4078879356384277,5434,117.046875,0.3670019
im enjoying my solitary confinement at home i rarely feel lonely,sadness,joy,2.193946123123169,5434,117.046875,0.161523
i am being over dramatic but i do feel very strongly for her and i am resolved to speak with her next chance i get,joy,love,2.248293161392212,5437,117.046875,0.2122207
i really dont like quinn because i feel like she will just end up hurting barney and i hated the lame ted robin storyline,anger,anger,2.3281619548797607,5437,117.046875,0.2876931
i feel so lousy but i shouldnt be focusing on me now,sadness,sadness,2.345264434814453,5437,117.046875,0.2928312
i cant remember ever feeling so exhausted it took trips with the car on the last day to get everything brought to the trailer,sadness,sadness,2.342390537261963,5451,117.046875,0.280215
i wrote two years ago so many things i feel unsure of maybe,fear,sadness,2.3350143432617188,5446,117.046875,0.2806735
i feel suspicious of informality and a lack of credentials,fear,anger,2.193965435028076,5427,117.046875,0.1438352
i receive every month make me proud and feel appreciative,joy,joy,2.433379888534546,5542,117.046875,0.3852939
i feel that third situation pretty much sums up my feelings toward this title,joy,sadness,2.329209089279175,5569,117.046875,0.2810016
i wanted to feel him in my hands and reached out to take him into my waiting eager mouth,joy,joy,2.1916112899780273,5575,117.046875,0.1455437
i feel more gentle that way wth,love,love,2.4033966064453125,5523,117.046875,0.367217
i got home feeling hot tired and great,love,joy,2.33964204788208,5515,117.046875,0.2927769
i feel more creative,joy,joy,2.2100229263305664,5525,117.046875,0.1623998
i feel so talented i can use a computer,joy,joy,2.253300666809082,5527,117.046875,0.2164492
i feel unfathomably rich in having had a healthy pregnancy so far,joy,joy,2.181133270263672,5543,117.046875,0.1424595
i wish to know whether i should feel sympathetic towards the airline american if say their plane is on fire or their pilot has exploded or whether i should want to set them on fire if say they just decided to walk on their obligations to save money,love,anger,2.273035764694214,5535,117.046875,0.2264349
i don t want them to feel so pressured,fear,sadness,2.292264938354492,5541,117.046875,0.2491812
i still feel frightened of the world yet no where near as much as i used to,fear,fear,2.1568291187286377,5535,117.046875,0.1267056
im not feeling mellow,joy,sadness,2.3260700702667236,5532,117.046875,0.2937687
i wake too early so i feel grumpy,anger,anger,2.2934696674346924,5515,117.046875,0.2522794
i believe you all will come to my work place and just try to make me feel humiliated but you know what deep down in my heart i know who is the one who should be ashamed of themselves,sadness,anger,2.353917360305786,5513,117.046875,0.3248387
i did finally get it if you didn t laugh left me feeling delighted exhausted and just so privileged,joy,joy,2.3322770595550537,5513,117.046875,0.2818302
i was remembering this i was feeling skeptical,fear,sadness,2.362478733062744,5524,117.046875,0.3286876
i have some pretty brazen goals and each day i feel stronger and more confident that i m going to reach my desired end result,joy,joy,2.192996025085449,5523,117.046875,0.1571737
i feel dirty talking to people for my personal gain,sadness,anger,2.4390063285827637,5513,117.046875,0.3967837
i sat there cold i flashed back to going to the hockey city classic and the degree weather and it feeling just as cold even though there was about a degree difference this night,anger,sadness,2.2290971279144287,5514,117.046875,0.189698
i feel numb as i carry on and i wonder if i will get over it,sadness,sadness,2.407338857650757,5527,117.046875,0.3652365
i was somewhat coerced into this blog review so i feel a bit rushed and flustered,anger,anger,2.1598057746887207,5525,117.046875,0.1183405
i guess i wont feel too jealous since i often do my mothering at the pool but its nice to have a husband again,anger,joy,2.286447763442993,5526,117.046875,0.2594784
im not sure how i feel about needing to exercise so as to maintain a pleasant demeanor,joy,sadness,2.211460828781128,5530,117.046875,0.1724076
i feel alarmed,fear,fear,2.423511266708374,5528,117.046875,0.3816824
i think i wanted audiences to feel impressed inspired or entertained when i was on stage,surprise,joy,2.209714651107788,5536,117.046875,0.1551549
i wasnt feeling well yesterday morning afternoon so i just laid in bed and ended up in the all too familiar youtube black hole,joy,sadness,2.2929749488830566,5551,117.046875,0.2455598
i have these terrible feelings that i hyped myself up to be more talented than i am,joy,sadness,2.23724102973938,5562,117.046875,0.1883152
i do take on a half marathon challenge then i will wait and see how the body feels as to whether there will be a pb attempt or a casual kilometre shuffle,joy,joy,2.343416690826416,5562,117.046875,0.3033387
i couldn t help but feel pissed off at both sides of the debate and the unnecessary dichotomy itself,anger,anger,2.159808397293091,5570,117.046875,0.1080475
i feel like i cant be respected if i have self respect because it is so regular to now hate your self,joy,sadness,2.2854456901550293,5593,117.046875,0.2254072
i smiled at him feeling his longing and said maybe later buddy but i have to make lunch now,love,joy,2.226828098297119,5577,117.046875,0.1716324
i am truly unfortunate the majority of the time i m usually drained but i obtain it hard to get from bed i really feel restless and others,fear,sadness,2.39858078956604,5586,117.046875,0.3516573
i am feeling rather damaged,sadness,sadness,2.218191385269165,5579,117.046875,0.1890728
i said i feel ugly today,sadness,sadness,2.4204447269439697,5596,117.046875,0.374625
i left my garmin on my bike so i was going to have to do this by feel coming out of transition its amazing hearing cheers and your adrenaline is just going crazy,joy,joy,2.2995190620422363,5596,117.046875,0.2566852
i feel so smart when i find ways to trick myself like this,joy,joy,2.3314948081970215,5604,117.046875,0.2864886
i love to dance but often feel inhibited by my own body unsure what i am capable of hyper concerned about other people watching me and having opinions on my style or just feeling awkward as if i have no idea what i am supposed to do here,fear,sadness,2.221940755844116,5586,117.046875,0.1798603
i feel like cards are the perfect thing to make with them,joy,joy,2.4100935459136963,5586,117.046875,0.3698552
