text,label,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",irony,"irony
",1.5242784023284912,3.0,100.0,103.0,irony
Stupid #doctors visits is gonna bury me!! Now that's #irony,irony,"irony
",1.4434843063354492,3.0,91.0,94.0,irony
"Love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",irony,"irony
",1.4513602256774902,3.0,114.0,117.0,irony
Planning a vacation instead of studying.... My priorities are in line. #NOT,irony,"irony
",1.5543897151947021,3.0,90.0,93.0,irony
Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,no irony,"no irony
",1.315871238708496,3.0,102.0,105.0,no irony
You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,irony,"irony
",1.4827861785888672,3.0,98.0,101.0,irony
@user No sugar during christmas time? :(,no irony,"no irony
",0.8042025566101074,3.0,84.0,87.0,no irony
Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,irony,"irony
",1.5299761295318604,3.0,98.0,101.0,irony
@user 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,irony,"irony
",1.326646089553833,3.0,118.0,121.0,irony
the ONLY time a crime becomes a federal crime @user @user @user @user @user @user,no irony,"no irony
",1.4810090065002441,3.0,96.0,99.0,no irony
this music is for the people and not for the money. peace and love. #KINGLIFE,no irony,"irony
",1.4888789653778076,3.0,94.0,97.0,irony
Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,irony,"irony
",1.4087862968444824,3.0,95.0,98.0,irony
How to Find a Life Coach (& the questions you need to ask before hiring one) via> @user,no irony,"no irony
",1.2755966186523438,3.0,96.0,99.0,no irony
I wonder what was the holiday rituals for true Africans,no irony,"no irony
",1.4729723930358887,3.0,85.0,88.0,no irony
Been at the ER now since 10... #yay #not,irony,"irony
",1.4036610126495361,3.0,89.0,92.0,irony
@user Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,no irony,"irony
",1.3419785499572754,3.0,112.0,115.0,irony
"@user @user thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",no irony,"irony
",1.5246422290802002,3.0,103.0,106.0,irony
Haley approves of her new hammock 🐭 #ratsofinstagram,no irony,"irony
",1.5718817710876465,3.0,87.0,90.0,irony
"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",irony,"irony
",1.1064791679382324,3.0,108.0,111.0,irony
"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",no irony,"irony
",1.310274600982666,3.0,112.0,115.0,irony
Free Pets and Animals Books #freebiebookdownload #Pets,no irony,"no irony
",1.105130672454834,3.0,87.0,90.0,no irony
@user There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,no irony,"no irony
",1.33933687210083,3.0,101.0,104.0,no irony
Loooovvveeeeeee when my phone gets wiped -.- #not,irony,"irony
",1.424795389175415,3.0,88.0,91.0,irony
Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,irony,"irony
",1.694498062133789,3.0,100.0,103.0,irony
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,irony,"irony
",1.1783826351165771,3.0,108.0,111.0,irony
I just love being ignored😊|#not😒,irony,"irony
",0.9664895534515381,3.0,85.0,88.0,irony
"#Irony RT @user If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",irony,"irony
",1.0600833892822266,3.0,108.0,111.0,irony
Produce Mobile Apps #not,irony,"irony
",1.0121476650238037,3.0,80.0,83.0,irony
Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,irony,"irony
",1.1004283428192139,3.0,95.0,98.0,irony
"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",no irony,"no irony
",1.0526108741760254,3.0,111.0,114.0,no irony
Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,no irony,"no irony
",1.0121243000030518,3.0,96.0,99.0,no irony
About as relevant as Michael Sam and Jason Collins. RT @user Major League Baseball umpire Dale Scott comes out as gay.,no irony,"irony
",1.1387295722961426,3.0,99.0,102.0,irony
Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,no irony,"no irony
",1.113854169845581,3.0,89.0,92.0,no irony
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,irony,"irony
",1.0123794078826904,3.0,108.0,111.0,irony
"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",no irony,"irony
",1.0574216842651367,3.0,101.0,104.0,irony
@user @user @user @user @user How many of those jobs earn #middleclass wages? #Economics #Math #Z,no irony,"no irony
",1.1053647994995117,3.0,102.0,105.0,no irony
I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,irony,"irony
",1.0631120204925537,3.0,94.0,97.0,irony
Incredible insight on the @user #bornrisky campaign: #amputee #movement #equality #art #prosthetics,no irony,"no irony
",1.1109535694122314,3.0,101.0,104.0,no irony
Love #hiphop mix tapes or have a mixtape to promote check out follow them on twitter #undergroundhiphop,no irony,"no irony
",1.0270988941192627,3.0,97.0,100.0,no irony
"Extended cut ""NICHA"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",no irony,"irony
",1.0461769104003906,3.0,104.0,107.0,irony
@user Stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,no irony,"irony
",1.0256166458129883,3.0,101.0,104.0,irony
@user @user Sent it but too slow. I had already posted.,no irony,"no irony
",1.010035514831543,3.0,90.0,93.0,no irony
#FEMALECONDOM #anally #vaginally #prevent STD's/HIV/pregnancy #latex #free #NOT #Restrictive/tight #women/gay men,no irony,"no irony
",1.1292736530303955,3.0,112.0,115.0,no irony
Little cutie #Chico #Dog #Doggy #Puppy #Sweet #Cute #UK #Black #Biscuit #Not #Mine #Mini #Miss #My,no irony,"no irony
",1.0832977294921875,3.0,107.0,110.0,no irony
@user Niagra Falls tho... Really? #irony #LOL,irony,"irony
",1.0235652923583984,3.0,89.0,92.0,irony
"If we win against Poland and Scotland, does that put us 65th in the world rankings. @user @user #Sarcasm",irony,"irony
",0.9972858428955078,3.0,103.0,106.0,irony
#Myanmar #men #plead #not #guilty to #murder of #British #tourists. via @user,no irony,"no irony
",1.085404872894287,3.0,99.0,102.0,no irony
"Since the tribunal was established 14 years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not",irony,"irony
",1.0345590114593506,3.0,103.0,106.0,irony
@user Garner protesters chant 'F*ck Fox News' despite Fox agreeing with them #EricGarner #Irony,irony,"irony
",1.035736083984375,3.0,99.0,102.0,irony
"@user After 1989, why did NATO need to expand?",no irony,"no irony
",1.0690453052520752,3.0,91.0,94.0,no irony
The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for...,irony,"irony
",1.0611698627471924,3.0,105.0,108.0,irony
You are taking your responsibilities so seriously today that i... More for Leo,no irony,"irony
",1.0939338207244873,3.0,90.0,93.0,irony
@user @user @user @user @user we get it right for business the trickle down fairy will do the rest #NOT,irony,"irony
",1.1376457214355469,3.0,101.0,104.0,irony
can you not understand that not EVERYTHING is about the President? @user @user @user @user,no irony,"no irony
",1.1050779819488525,3.0,95.0,98.0,no irony
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,irony,"irony
",1.0495200157165527,3.0,102.0,105.0,irony
"Well now the festive season has begun, let's take a moment to reflect on how much more royalties Slade and Wizard will get #sarcasm",irony,"irony
",1.0910580158233643,3.0,104.0,107.0,irony
"The last day of the year and I will be tweeting on my major highpoints of the year ...good, bad and ugly",no irony,"no irony
",1.1050786972045898,3.0,100.0,103.0,no irony
MB forgot to move the elf on shelf and now 10 is asking me if Christmas is real. 😥@NannyProbss,no irony,"no irony
",1.0345032215118408,3.0,102.0,105.0,no irony
"@user happy new year, da! Thanks sobra for this year 👍👍",no irony,"no irony
",1.0699787139892578,3.0,90.0,93.0,no irony
WATCH: #Megatron from #Transformers Rant About Social Media #Irony,no irony,"irony
",2.6314666271209717,3.0,90.0,93.0,irony
@user @user #not #working when are we able to download games we paid in good faith? #psn start working again?,no irony,"no irony
",0.6859676837921143,3.0,103.0,106.0,no irony
I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,irony,"irony
",1.2154600620269775,3.0,105.0,108.0,irony
@user happy birthday Skip! We will always love you! #Phillies #legend,no irony,"no irony
",1.089867353439331,3.0,92.0,95.0,no irony
"or a trout, or northern pike|@brownbearmike1 @user @user @user @user",no irony,"no irony
",1.2633535861968994,3.0,95.0,98.0,no irony
One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,no irony,"irony
",1.2077445983886719,3.0,104.0,107.0,irony
"Watching Sanjay, @user ... Getting the start vs. Butler and liking what I see! #Minny",no irony,"no irony
",0.6126160621643066,3.0,96.0,99.0,no irony
There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳,irony,"irony
",1.1274292469024658,3.0,103.0,106.0,irony
The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,irony,"irony
",1.2371606826782227,3.0,98.0,101.0,irony
New shirt #new #shirt #im #sorry #its #just #i #literally #do #not #care #at #all,no irony,"irony
",0.6515219211578369,3.0,103.0,106.0,irony
@user @user @user It wasn't for one person. It was a business expense.,no irony,"no irony
",1.1755940914154053,3.0,95.0,98.0,no irony
HAHAHAHA!! Oops.......I'm addicted to @user Tweets sooo FUNNY! You Got to follow him for #HILARIOUS #SARCASM #tweets #RT.,no irony,"irony
",1.5685889720916748,3.0,111.0,114.0,irony
@user @user @user absolutely loved it! Well done all involved!,no irony,"no irony
",1.146068811416626,3.0,90.0,93.0,no irony
"@user That was the case, not the recording.So comparing the two is apple & oranges.",no irony,"no irony
",1.2041594982147217,3.0,95.0,98.0,no irony
Wow...lol||Need cash in your hands today? Go to #not #wun #not #mca...,no irony,"irony
",1.0580077171325684,3.0,98.0,101.0,irony
At least I don't have to clean the floor,no irony,"no irony
",7.560118198394775,3.0,86.0,89.0,no irony
Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony,irony,"irony
",0.6440551280975342,3.0,107.0,110.0,irony
@user Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm,irony,"irony
",1.1367652416229248,3.0,101.0,104.0,irony
#AskSuperwomanLIVE if you could swim in any liquid besides water what would you swim in?@IISuperwomanII |4,no irony,"irony
",1.0646286010742188,3.0,102.0,105.0,irony
One of the most embarrassing losses @user Ever. #WTF,no irony,"no irony
",1.0635128021240234,3.0,87.0,90.0,no irony
@user untrue - its Cutler's fault,no irony,"no irony
",1.056574821472168,3.0,84.0,87.0,no irony
#Malala Yousufzai receives #NobelPeacePrize and #Pakistan ranks in top 10 dangerous countries !!! #irony,irony,"irony
",1.1390924453735352,3.0,101.0,104.0,irony
#Not so Ugly Christmas Sweater red with red snowflakes & sequins cardigan 1X XL,no irony,"no irony
",1.0300967693328857,3.0,92.0,95.0,no irony
Testing water temperatures #excitingtimes #Not,irony,"irony
",1.0594489574432373,3.0,84.0,87.0,irony
Waking up with your cat attacking your hand is always delightful..... #not,irony,"irony
",1.091681718826294,3.0,90.0,93.0,irony
"May not have hung out with you as much as some people, but every time we did it was a blast! You...",no irony,"no irony
",1.1208701133728027,3.0,100.0,103.0,no irony
@user the #USA is #NOT a #Democracy. The #USA is a #Republic from of #Goverment! Do you #Know #what the #Pledge of #Allegiance say's?,no irony,"no irony
",1.0836210250854492,3.0,118.0,121.0,no irony
I blame my mom. Mother of the Year #sarcasm,irony,"irony
",1.0406765937805176,3.0,87.0,90.0,irony
Pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today. #irony,irony,"irony
",1.0875816345214844,3.0,100.0,103.0,irony
"@user @user To be fair, you didn't use the mandatory #sarcasm hashtag :P",no irony,"irony
",0.9848849773406982,3.0,96.0,99.0,irony
"'I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.'",no irony,"irony
",1.087218999862671,3.0,103.0,106.0,irony
Girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag...,no irony,"irony
",1.110330581665039,3.0,101.0,104.0,irony
"The Bay Area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #irony #stormageddon",irony,"irony
",1.0309178829193115,3.0,108.0,111.0,irony
@user I'm from the UK and I honestly think your a goddess! I love how you speak your mind but have a gentle side. #love #PattiKnows,no irony,"no irony
",1.0776019096374512,3.0,109.0,112.0,no irony
Leaving whilst its dark is fun. #not,irony,"irony
",1.085927963256836,3.0,84.0,87.0,irony
@user please note #sarcasm in last tweet before you kill yourself ;) many good pros including @user can show you best usage,no irony,"irony
",1.095104694366455,3.0,101.0,104.0,irony
@user my mum to be back with us for Xmas 🎄,no irony,"no irony
",1.068800687789917,3.0,88.0,91.0,no irony
"@user Even though @user got more ex-wives than @user majors, I'm happy for that washed-up mess... #Not!! #Blocked",irony,"irony
",1.012256383895874,3.0,107.0,110.0,irony
@user Ucan MAKE MONEY #TWEETING this info w/ new app||http://t.co/Q2WB7riAvK <-News ||https://t.co/cpJZkEgNe7,no irony,"no irony
",1.0634160041809082,3.0,120.0,123.0,no irony
Take me tooooo church #not,no irony,"irony
",1.0504488945007324,3.0,82.0,85.0,irony
"A 'republican move' which will 'effectively rob the royals'. Kate's spending 32k on1meal, who is being robbed? #irony",irony,"irony
",1.0336558818817139,3.0,109.0,112.0,irony
#obama @user announce special urgent package for #Pakistan .. supported by @user to enhance their fight against obscurantists. #NOT,irony,"irony
",1.0723366737365723,3.0,104.0,107.0,irony
@user Shirota Yu and... Inoue Yoshio? He was in Mozart! apparently.,no irony,"no irony
",1.0492911338806152,3.0,93.0,96.0,no irony
"Looking for quality music check> @user hot record ""What About""",no irony,"no irony
",1.1484382152557373,3.0,89.0,92.0,no irony
"how is it possible that somebody so interesting is also so, so, so boring? #irony #what",irony,"irony
",0.5164353847503662,3.0,97.0,100.0,irony
"@user Not going this time, we might have a chance! Fool me once, shame on you, fool me twice..... #fuckthat",no irony,"irony
",0.6189212799072266,3.0,103.0,106.0,irony
@user Minky Wale tail fritter for price of a bijoux flat in Port Talbot.,no irony,"irony
",1.033944845199585,3.0,93.0,96.0,irony
".@ibnlive is the first to cut to ads during primetime to proudly announce that they're ""putting journalism first"". #Irony #NLprimetime",irony,"irony
",1.0527582168579102,3.0,109.0,112.0,irony
".@ChrisBrett2 @user @user @user I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",irony,"irony
",0.4894390106201172,3.0,115.0,118.0,irony
#hi #good #morning #instadaily #snapchat #selfie #comment # #sleep #do #not #wake #up @ Happy,no irony,"no irony
",1.120077133178711,3.0,105.0,108.0,no irony
I JUST WANT TO BE DONE WITH FINALS #4hoursleft,no irony,"no irony
",1.0378921031951904,3.0,88.0,91.0,no irony
"1 bed flat #ToLet £550 pcm (£127 pw)|Humphrey Middlemore Drive, Harborne, #Birmingham B17|http://t.co/QHYcB5zKEv",no irony,"no irony
",0.5038135051727295,3.0,121.0,124.0,no irony
So there used to be a crossfit place here.... #irony #pizzawins,irony,"irony
",1.0845797061920166,3.0,92.0,95.0,irony
When I start singing songs from Once More With Feeling to myself while at work... #Buffymusical #stuckinmyhead,no irony,"no irony
",1.0519921779632568,3.0,100.0,103.0,no irony
"I'm heading off, but need to say this! ""Just because I am concerned for my country, and it's people-Does #NOT make me a racist! #Terrorists",no irony,"no irony
",0.49838781356811523,3.0,114.0,117.0,no irony
Work hard in silence; let success make the noise.,no irony,"no irony
",1.040151834487915,3.0,86.0,89.0,no irony
@user @user now what has he said/done??,no irony,"no irony
",1.0639562606811523,3.0,87.0,90.0,no irony
Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm,irony,"irony
",1.0576581954956055,3.0,106.0,109.0,irony
Spending the majority of my day in and out of the doctor has been awesome. #sarcasm,irony,"irony
",1.0245065689086914,3.0,94.0,97.0,irony
@user - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,no irony,"no irony
",1.1239585876464844,3.0,99.0,102.0,no irony
@user #spnews #yxe I hope you weren't driving when you took that picture. #irony,irony,"irony
",1.1097817420959473,3.0,99.0,102.0,irony
My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow 🌁,no irony,"no irony
",1.070256233215332,3.0,93.0,96.0,no irony
"@user Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",irony,"irony
",1.051640272140503,3.0,105.0,108.0,irony
"@user aha, but white girl drinks make me 'so so cray tipsy'",no irony,"irony
",1.0793616771697998,3.0,92.0,95.0,irony
This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol...,no irony,"irony
",1.0884027481079102,3.0,106.0,109.0,irony
Christmas alone😊 how nice #not,irony,"irony
",1.0924077033996582,3.0,82.0,85.0,irony
work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,irony,"irony
",0.5951285362243652,3.0,91.0,94.0,irony
@user Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,irony,"irony
",1.042227029800415,3.0,98.0,101.0,irony
"Access to housing is not a fundamental human right, according to Ontario courts: #onpoli #TOpoli #cdnpoli",no irony,"irony
",1.0295779705047607,3.0,99.0,102.0,irony
"@user Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened",irony,"irony
",1.0439257621765137,3.0,105.0,108.0,irony
@user You want to see something Irish!!Of all the reasons to be closed 😂😂😂 #irony,irony,"irony
",1.0252141952514648,3.0,95.0,98.0,irony
And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,no irony,"no irony
",1.0071113109588623,3.0,104.0,107.0,no irony
"Oh dear, some people don't get #irony 😳",no irony,"irony
",1.0251696109771729,3.0,88.0,91.0,irony
Yay for Fire Alarms at 3AM #not,irony,"irony
",1.031447410583496,3.0,86.0,89.0,irony
"I just drank a healthy, homemade, all fruit smoothie...in a @user beer glass. #irony",irony,"irony
",0.5018923282623291,3.0,97.0,100.0,irony
Should I buy these? And become a full time hipster? Lol! #NOT.....,irony,"irony
",1.0799636840820312,3.0,92.0,95.0,irony
Just paid $2.59 for gas! #ThanksObama #sarcasm,irony,"irony
",1.0821404457092285,3.0,91.0,94.0,irony
You are most welcome! Loved the post :D @user,no irony,"no irony
",1.0171630382537842,3.0,87.0,90.0,no irony
Can't take my eyes off you|http://t.co/cKYk9vXewc via @user,no irony,"no irony
",1.0994064807891846,3.0,101.0,104.0,no irony
I am so ready for Monday. 🙆 #sarcasm,irony,"irony
",1.0672147274017334,3.0,87.0,90.0,irony
@user rollins was so pissed off haha,no irony,"no irony
",1.0214300155639648,3.0,84.0,87.0,no irony
@user I do love a chilled night in. Saves having a hangover to😂 thank you hun X,no irony,"no irony
",1.0229804515838623,3.0,95.0,98.0,no irony
@user if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,irony,"irony
",1.0665900707244873,3.0,99.0,102.0,irony
When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,irony,"irony
",1.0367751121520996,3.0,107.0,110.0,irony
Does this look properly #shaded?? I think #not :-(|#shading #techniques #cube #3d #view #learning #damn I #suck #Sob!,no irony,"irony
",1.048856496810913,3.0,110.0,113.0,irony
Company profile FORGET ME NOT PET CEMETERY - #FORGET #ME #NOT #PET #CEMETERY,no irony,"irony
",1.0585474967956543,3.0,98.0,101.0,irony
@user guys!!! you've just smashed it!! #WhereDoBrokenHeartsGo #XFactorFinal,no irony,"no irony
",15.843395709991455,3.0,96.0,99.0,no irony
i wanna be at home already,no irony,"no irony
",0.9978201389312744,3.0,81.0,84.0,no irony
Just realized my last final is tomorrow. FAAAAA-,no irony,"no irony
",1.1173286437988281,3.0,86.0,89.0,no irony
@user @user @user @user @user Christian Europe translated Islamic manuscripts #Irony,irony,"irony
",1.053279161453247,3.0,93.0,96.0,irony
Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm,irony,"irony
",1.0397942066192627,3.0,104.0,107.0,irony
The fact that this time next week I'll be getting my wisdom teeth out 😖🙊 #chipmunk,no irony,"no irony
",1.0146892070770264,3.0,97.0,100.0,no irony
@user Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,irony,"irony
",1.0778660774230957,3.0,95.0,98.0,irony
Two years later & gingerbread house making still makes me cry.,no irony,"no irony
",1.0370941162109375,3.0,87.0,90.0,no irony
Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics,irony,"irony
",1.0182628631591797,3.0,104.0,107.0,irony
@user @user @user |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,irony,"irony
",1.1473205089569092,3.0,102.0,105.0,irony
@user #sarcasm is a service I offer.,no irony,"irony
",1.1190741062164307,3.0,86.0,89.0,irony
#PhatSexyAss #Picnic Picnic Porked Tiffany,no irony,"irony
",1.0320320129394531,3.0,87.0,90.0,irony
I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,irony,"irony
",1.0297727584838867,3.0,105.0,108.0,irony
Nice touch. All the bar staff in the ground wearing #saintsfc t shirts,no irony,"no irony
",1.0249488353729248,3.0,92.0,95.0,no irony
@user trust me it will be out of form Scandinavian reef again to. @user do love @user I see😒🙈 #irony #FCBarcelona #mcfc,irony,"irony
",1.083925485610962,3.0,109.0,112.0,irony
i literally love when someone throw me in at the deep end #irony #tough #life,irony,"irony
",1.024101734161377,3.0,94.0,97.0,irony
"Agree with that... #we #are #not #mind #readers #haha||#Repost 9gag ⁰You may think we are, but we are...",no irony,"irony
",1.0271992683410645,3.0,109.0,112.0,irony
Day ninth December to have a pint at the boars head|#not really still in bed 😊,no irony,"irony
",1.1589500904083252,3.0,95.0,98.0,irony
Speed cameras in Whipton by village shops. & yes it Takes 5 police officers!! 🚔 #waste #of #money #does #not #take #five #individuals 😂🚨🚓,no irony,"irony
",1.0550909042358398,3.0,114.0,117.0,irony
Picked an excellent day to get my hair done 😒 #sarcasm,irony,"irony
",1.0444014072418213,3.0,90.0,93.0,irony
